"VARIABLE1_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"atc_n05af01",0.509095202591789,0.358019122700277,0.723922016643091,17629,0.000171,0.000378762214983713
"atc_n05af05",0.532337537893468,0.356770772698797,0.794300643258482,13055,0.00202,0.0040759643916914
"atc_l01xe04",8.54672887838824,4.81342258244348,15.1755997462401,418,2.4e-13,8.20100502512563e-13
"atc_n07bb01",0.552318042273607,0.263245688484783,1.15882323306725,3671,0.116,0.180503432494279
"atc_a07ea06",2.32916313722738,1.67775012047876,3.23349755938079,4506,4.38e-07,1.18190476190476e-06
"atc_g03cx01",0.0762353099448033,0.0410294866237742,0.141649895249057,37871,3.86e-16,1.42652173913043e-15
"atc_c09bb04",0.630902863832255,0.373486741070619,1.06573642333525,6429,0.0851,0.13552224824356
"atc_c04ax01",0.000136458536531513,1.2165168850946e-14,1530676.01613061,5590,0.451,0.644285714285714
"atc_n05be01",1.16247651029882,0.841649014627945,1.60559997517955,9240,0.361,0.522297872340426
"atc_c07fb03",0.229216514273804,0.114623720726195,0.458371182535048,10095,3.1e-05,7.31944444444445e-05
"atc_h04aa01",3.64277186360458,1.8137618786591,7.31616812901561,643,0.00028,0.00061025641025641
"atc_l03aa02",5.43970267833673,3.89326778587162,7.60039300047249,1896,3.24e-23,1.30366863905325e-22
"atc_c02ac01",0.0304261875858415,0.00445871486662139,0.207627739988296,9507,0.000365,0.000790445859872611
"atc_g03xc01",0.454743639114375,0.25837624270713,0.800351360281153,7640,0.00629,0.0119474860335196
"atc_a10ab06",2.36118924212489,1.73626471474633,3.21103953203406,5063,4.31e-08,1.22116666666667e-07
"atc_a10ab04",1.01126396279865,0.850595366368111,1.20228118196997,37011,0.899,0.936171516079633
"atc_a12aa05",3.61031834756797,1.99196501961479,6.5434876829848,892,2.32e-05,5.53543859649123e-05
"atc_h05bx01",2.54082659820863,1.36333521610442,4.73529893888546,1148,0.00333,0.00646971428571429
"atc_a12aa06",1.82988826466898,1.40359576404977,2.38565201387606,8748,7.99e-06,1.97570909090909e-05
"atc_a12aa10",1.18818683225688,0.532913430255333,2.64918815739401,1466,0.673,0.829057971014493
"atc_a12aa12",3.91515576802901,2.5705153845587,5.96317951645419,1647,2.05e-10,6.54460093896714e-10
"atc_a12aa08",2.52118108801506,2.16258881495786,2.9392337713948,19113,3.33e-32,1.64086956521739e-31
"atc_g03da02",0.16571403330426,0.0790873323024923,0.347225529480906,12214,1.91e-06,4.97624521072797e-06
"atc_n03ax14",2.59652375264944,2.15182988476035,3.13311737411043,12370,2.39e-23,9.67380952380952e-23
"atc_a05aa02",1.42300472173725,1.1340316336323,1.78561371484906,15318,0.00232,0.00464
"atc_n07aa03",0.109561605893283,0.0156934502360927,0.764888874360351,2640,0.0257,0.0442430379746835
"atc_n04bc06",0.567135340275362,0.283536137508497,1.13439682509469,4086,0.109,0.171177829099307
"atc_l01aa01",4.76570565252962,3.12704075500467,7.26308102323368,1357,3.78e-13,1.2852e-12
"atc_c10ab05",0.516893530060569,0.333464570596427,0.801221313978293,11204,0.00317,0.00617650429799427
"atc_n05ac01",1.50506779119009,1.17715025056748,1.92433298551803,12362,0.00111,0.00229422492401216
"atc_n04bd02",2.13092701907392,1.55499492549754,2.92017027590387,5332,2.52e-06,6.49090909090909e-06
"atc_r01ba01",1.25263343021637,0.692791676234412,2.26488072002286,2550,0.456,0.648702928870293
"atc_r05da09",0.002741588431563,5.06666099761655e-14,148348332.987265,244,0.64,0.813457943925234
"atc_n05af03",0.567120425833527,0.450060283329624,0.714627771680182,36750,1.52e-06,3.99073359073359e-06
"atc_n06ax18",0.295803791154738,0.0748411607413687,1.1691411783937,1957,0.0824,0.13184
"atc_b03xa02",7.98696559708671,7.18044601902669,8.88407478867082,13074,0,0
"atc_c09da02",0.747048704774576,0.518881409163794,1.07554781776582,11251,0.117,0.181643835616438
"atc_n06ax05",0.895270544007726,0.617757320626819,1.29745018020122,9070,0.559,0.748267716535433
"atc_n05ba02",0.710913488108239,0.545600506742482,0.926315099287043,22416,0.0115,0.0209090909090909
"atc_n02ca52",0.0321841940283038,0.00468956369563107,0.220878190910704,8986,0.000471,0.00101034700315457
"atc_r03ac04",0.000371013545309713,6.63706886622804e-18,20739735202.0413,1099,0.625,0.805973534971645
"atc_m01ac01",0.140841151891435,0.0587896492255836,0.337410246997598,10265,1.1e-05,2.69064748201439e-05
"atc_n05ah02",1.25645653970763,0.882881980030047,1.78810200217288,7165,0.205,0.308407079646018
"atc_g03ba03",0.391795439325178,0.286459958318136,0.535864304307172,28795,4.5e-09,1.34210526315789e-08
"atc_a11cc03",4.81482710418972,4.35007313544394,5.32923454880582,23356,2.73e-202,3.64e-201
"atc_c10ba02",0.266328460806656,0.120792297759261,0.587213343494865,6520,0.00104,0.00216269113149847
"atc_l03aa13",4.99602895080858,3.79775588153765,6.5723827586336,3063,1.36e-30,6.37793103448276e-30
"atc_n03af02",1.65483729092608,1.45578515194437,1.88110618918045,41522,1.33e-14,4.73507853403141e-14
"atc_l01bb02",4.75941335452161,1.77195324625396,12.7836417394684,247,0.00197,0.00398690476190476
"atc_n06ab08",0.435023111784792,0.252768295311114,0.748690050522341,8651,0.00266,0.00524289855072464
"atc_a02ba03",0.487046432347423,0.314258773028201,0.754837247585974,11889,0.00129,0.00262634730538922
"atc_n06aa10",0.255897727637791,0.116209873676973,0.563494692303074,6786,0.000714,0.00149851851851852
"atc_a01ac01",0.000371017014769496,2.63020615397178e-19,523356791027.968,905,0.657,0.8225
"atc_j04ba02",0.96603224110164,0.571611878334465,1.63260828932916,4204,0.897,0.935521472392638
"atc_r03ac12",0.372747145671228,0.315961642618848,0.43973829688452,108379,1.24e-31,5.98014184397163e-31
"atc_b01ax06",0.35147812518338,0.158438749515865,0.77971375600925,4941,0.0101,0.0185121293800539
"atc_l04aa13",1.50365178790186,1.22075879018422,1.85210110092204,17209,0.000125,0.000279605263157895
"atc_l01ba01",0.559209908904067,0.337054672935357,0.92778930935181,7769,0.0244,0.0422188295165394
"atc_g03fb09",5.01873046975965e-05,7.23852012318682e-17,34796692.0025702,10946,0.477,0.670165289256198
"atc_a04aa02",16.7690399866509,13.8225966589189,20.3435511440214,1991,6.9e-180,8.23157894736842e-179
"atc_a07ea02",0.64452162320491,0.356747719493571,1.164431053318,4945,0.146,0.223101123595506
"atc_b01ae07",1.39044039800534,0.905590500866589,2.1348771862726,4388,0.132,0.203537414965986
"atc_r06ax13",0.507288358816951,0.408522272124684,0.62993255582563,46765,8.09e-10,2.51196347031963e-09
"atc_r06ax18",0.000136465187662262,1.07390996295969e-15,17341069.629685,4579,0.495,0.685528455284553
"atc_n03ax09",1.36892857685153,1.09259390218951,1.71515276148385,16132,0.00634,0.0120089136490251
"atc_n06aa06",0.412162342557715,0.288351326422858,0.589134784743605,21062,1.16e-06,3.0692607003891e-06
"atc_l01xx11",7.47163561999749,5.57522722479506,10.013105580655,1827,2.58e-41,1.48677966101695e-40
"atc_j04ab02",2.04958011174425,1.18775660509283,3.53673354999296,1847,0.00993,0.0182497297297297
"atc_j01xc01",1.94488284409282,1.00969253958507,3.74625851826242,1347,0.0467,0.0776430317848411
"atc_b01ax05",0.582589910503106,0.218545285217941,1.55304656186723,1989,0.28,0.413913043478261
"atc_a07aa09",7.562393202267,5.52442841716033,10.3521643556911,1570,1.47e-36,7.68923076923077e-36
"atc_c02ca01",0.503393735437497,0.410773270106018,0.616898107348403,53439,3.68e-11,1.18597156398104e-10
"atc_n04bc04",1.37879226228113,1.02525180406257,1.85424506935109,9272,0.0336,0.0564148148148148
"atc_a10bx02",1.61715894480574,1.32305113300651,1.97664548823778,17268,2.69e-06,6.90225563909774e-06
"atc_m01ag01",0.466551793413341,0.265054553556902,0.821229339455491,7447,0.00823,0.0154596685082873
"atc_a10bg02",0.592133243721522,0.453396299287138,0.773322982281602,26407,0.000119,0.000267062706270627
"atc_c07bb02",0.422676603533538,0.35212421012597,0.50736503210255,78607,2.42e-20,9.5121387283237e-20
"atc_r03dc01",0.624072399462865,0.461060732896409,0.844718129268325,19493,0.00227,0.00455339233038348
"atc_n06ab05",0.755881210486564,0.604341268778658,0.945420135747663,29519,0.0142,0.0254105263157895
"atc_n05al01",0.607930654498707,0.442227530113735,0.835722915269827,18104,0.00218,0.00438579881656805
"atc_n06aa04",0.45588637025934,0.290889457808837,0.714472033994497,12065,0.000611,0.00129031055900621
"atc_a10bg03",0.995650570452881,0.813027028078648,1.21929532992998,27390,0.966,0.970280649926145
"atc_r03bc03",0.415551773077638,0.271134405887025,0.636891786356031,14626,5.56e-05,0.000130372413793103
"atc_m05ba01",0.145745514535714,0.0808453009806991,0.262745697642355,21813,1.5e-10,4.81132075471698e-10
"atc_m05bb04",1.68114853488656,1.10554063300551,2.55645094533322,3806,0.0151,0.0268795811518325
"atc_b03xa01",6.33485387481734,5.53824647414414,7.24604327428202,10193,1.16e-159,1.27225806451613e-158
"atc_m05bx04",1.38317376635744,0.909784946281072,2.10288120919113,4621,0.129,0.199363636363636
"atc_r03ac13",0.550087382911091,0.463419319075288,0.652963992614242,68881,8.33e-12,2.71023923444976e-11
"atc_c09da08",0.347725167574978,0.145295369835097,0.832186134370807,4162,0.0177,0.0311007751937985
"atc_l04ax01",1.22001214151995,1.02257922731963,1.45556411248207,29519,0.0273,0.0468787878787879
"atc_a02ba04",0.14417986534008,0.0722498357614963,0.287721533902253,16040,3.93e-08,1.12285714285714e-07
"atc_g03ha01",2.2511754914106,1.69445756190397,2.99080437720338,6215,2.16e-08,6.25021276595745e-08
"atc_a03fa02",0.110181641919827,0.0416924407068269,0.291179744105534,10497,8.65e-06,2.13115942028986e-05
"atc_r01ad05",0.0966885013323961,0.0487803127687006,0.191648346623625,23913,2.19e-11,7.09142857142857e-11
"atc_c03db01",0.000371011524290724,3.00965529616166e-17,4573598555.69098,1212,0.608,0.796608863198458
"atc_c09ba03",0.329660311801084,0.279430263863672,0.388919652703791,123310,1.55e-39,8.63934426229508e-39
"atc_c09aa06",0.284832081846664,0.190871357426266,0.42504708900834,24365,7.8e-10,2.43302752293578e-09
"atc_a10bh02",2.0344877466036,1.63041628279256,2.53870157871013,11312,3.23e-10,1.02158139534884e-09
"atc_n06ax16",1.53187719727505,1.38138892620329,1.69875963460991,68995,6.27e-16,2.29225806451613e-15
"atc_h01ba02",0.893722923401305,0.634994894441272,1.25786942667591,10708,0.519,0.707254509018036
"atc_j01ce08",1.8117126304975,1.47737453482224,2.22171330163012,14943,1.13e-08,3.29785407725322e-08
"atc_c08ca07",0.545523120431499,0.462961395404372,0.64280840234073,75806,4.56e-13,1.54268656716418e-12
"atc_n04bb01",0.00013646591058509,7.85494735409502e-16,23708554.5100554,4469,0.5,0.688242424242424
"atc_c07ab08",0.456354749796873,0.406846329364066,0.511887763588019,184396,6.98e-41,3.98857142857143e-40
"atc_r06ax26",0.362211988511983,0.228587707474299,0.573948293508109,14380,1.53e-05,3.70249110320285e-05
"atc_l01xe01",2.14326012451488,1.18429220080327,3.87874205218937,1495,0.0118,0.0213973333333333
"atc_m03ba52",0.0614436854260887,0.0154016315473294,0.245125100359565,9409,7.76e-05,0.000179482993197279
"atc_a10bd03",0.597246359255299,0.461609710857134,0.77273767265721,28120,8.8e-05,0.000200805369127517
"atc_l01aa03",3.12136340265431,1.72304356788747,5.65447657448092,1030,0.000174,0.000384155844155844
"atc_j01fa15",0.379926563393498,0.190383224127984,0.758177062255022,6095,0.00605,0.0115238095238095
"atc_n04bd01",0.661446963957835,0.552079027629812,0.792480902611655,51653,7.39e-06,1.8407326007326e-05
"atc_c07ab05",0.493472126528972,0.442317338012547,0.550543057514328,188115,1.13e-36,5.95658914728682e-36
"atc_m01ab51",0.000136470298874641,8.89299095582852e-17,209424956.883908,3802,0.534,0.724790419161677
"atc_l01xx05",1.19419390296795,0.958646562239524,1.48761716158902,19452,0.113,0.17705069124424
"atc_g04bd09",1.08910191987473,0.927609446836568,1.27870947834774,39977,0.297,0.436198704103672
"atc_g03fa12",0.0819431411742564,0.0453857011010008,0.147947001425875,38756,1.05e-16,3.9016393442623e-16
"atc_r01ax03",0.118937353833077,0.0386377624152626,0.366120946259214,7294,0.000206,0.000450418006430868
"atc_c09da07",0.598358404044413,0.508059465287982,0.704706445115897,69630,7.61e-10,2.38470046082949e-09
"atc_h02ab02",26.0690874686227,24.0175891257278,28.2958176147128,7652,0,0
"atc_m01ae11",0.274717510134202,0.132010866280001,0.571693168153755,7374,0.00055,0.00116875
"atc_m03bc01",0.78455214186459,0.592687838181948,1.03852656263778,18103,0.0899,0.142498834498834
"atc_n04ba03",2.77359140013586,2.43041785556087,3.16522084352954,23515,9.07e-52,5.71074074074074e-51
"atc_m01cb01",0.614429527297904,0.497847636402678,0.758311612652049,40994,5.7e-06,1.43555555555556e-05
"atc_c09ba06",0.168430876206859,0.084309489656594,0.336485965878355,13733,4.54e-07,1.2202371541502e-06
"atc_m01ab01",0.466982686951977,0.375608801140432,0.580584984299543,50166,7.18e-12,2.34730769230769e-11
"atc_a10bd08",1.32955271392043,0.825582657307077,2.14116709386699,3714,0.241,0.360969162995595
"atc_n05cd02",0.977623385730761,0.863918697788937,1.10629331993133,75069,0.72,0.847058823529412
"atc_m01ac02",0.000136479561856823,5.99961585649247e-20,310464390557.168,2394,0.622,0.805638095238095
"atc_c09aa03",0.602473708302257,0.551857679508409,0.657732206460926,240777,1.08e-29,4.92885906040268e-29
"atc_a10ab01",0.697434767681844,0.582545188678313,0.834982872787969,49415,8.72e-05,0.000199649831649832
"atc_g03fa01",0.0574693049042865,0.0404439580010323,0.0816616664001469,154893,3.6e-57,2.47272727272727e-56
"atc_a10ad05",2.43590459684671,2.2746129092394,2.60863339904417,100627,4.11e-143,4.17134328358209e-142
"atc_a10ad01",0.180343133223564,0.127564536356905,0.254958365622058,51230,3.13e-22,1.2446783625731e-21
"atc_c09ca08",1.01854187874294,0.818808444833014,1.2669966526356,23074,0.869,0.926206896551724
"atc_a10ae05",3.17820735627641,2.95796963236587,3.41484303590041,70496,1.38e-218,1.91510204081633e-217
"atc_c01bd01",1.89601276400181,1.66272267378267,2.16203487084199,34586,1.3e-21,5.13953488372093e-21
"atc_m01ab16",0.0897688476966722,0.0229516405367792,0.351105447293623,6445,0.000532,0.00113404388714734
"atc_c10ac01",1.83272111420085,1.46676156170913,2.28998820948356,12389,9.79e-08,2.72836065573771e-07
"atc_a10ab05",2.60893482784478,2.44265438601684,2.78653458913633,101983,3.83e-179,4.49034482758621e-178
"atc_c09ca02",0.595273401973391,0.480546235802987,0.737390903717847,40850,2.05e-06,5.3206106870229e-06
"atc_n06ax21",2.14523359857098,1.91481882064336,2.40337474377423,40959,1.39e-39,7.81157024793388e-39
"atc_a11db",1.89442653782454,0.94521699350822,3.79685504160656,1229,0.0717,0.115262411347518
"atc_m01ah03",0.0609744319071091,0.0197029784010671,0.188696412832353,14219,1.21e-06,3.18914728682171e-06
"atc_l04ax03",0.669609264329691,0.604524434065898,0.7417013136433,159722,1.5e-14,5.3125e-14
"atc_n02cc01",0.0602833066435579,0.0151139924426687,0.240444546579353,9590,6.91e-05,0.000160917808219178
"atc_l01bc06",3.82146068111921,2.94237565045653,4.96318739419769,4372,9.06e-24,3.73381818181818e-23
"atc_a07da03",0.0570810485475683,0.00807687492561536,0.403404303433807,5065,0.00411,0.00789491525423729
"atc_h02bx01",0.801062199714525,0.443266063999405,1.44766473215133,3981,0.463,0.655916666666667
"atc_r03cc02",1.6336321398079,1.05258310987035,2.53543301539587,3560,0.0286,0.0488643216080402
"atc_c07ab12",1.45820079148631,0.998987892347626,2.12850382329896,5381,0.0506,0.0839219512195122
"atc_c09db01",1.00298282872257,0.83439321316241,1.20563607043209,32976,0.975,0.97787610619469
"atc_h02ab09",1.53765453553942,1.29978995445201,1.8190488875272,25914,5.22e-07,1.39748031496063e-06
"atc_a03ca02",0.0189170404557384,0.0061259197015653,0.0584164398225144,45756,5.31e-12,1.74434782608696e-11
"atc_c02ac05",1.15874515903353,1.04930338531207,1.27960165036951,98776,0.00361,0.00697386363636364
"atc_c07aa06",0.0835508072034496,0.0319620393937341,0.21840713286013,13848,4.12e-07,1.11617529880478e-06
"atc_l02ae03",2.19250215014033,1.96468168300533,2.44674021239751,43021,1.11e-44,6.62105263157895e-44
"atc_l02ae02",2.78022607881443,2.61854381375588,2.95189143244958,116304,2.56e-245,3.95636363636364e-244
"atc_l02bb03",2.59961959181621,2.40117447687411,2.81446520743981,69943,6.07e-123,5.89657142857143e-122
"atc_g04bd11",1.36374786729546,1.10978079399428,1.67583387243454,19390,0.00317,0.00617650429799427
"atc_a10ae04",2.97190733228223,2.83910358843094,3.11092318986293,190759,0,0
"atc_g04ca52",2.09984927704889,1.82932774136553,2.41037561865832,28334,5.48e-26,2.38871794871795e-25
"atc_g04cb02",1.92206675851809,1.7871847943478,2.06712850058039,112300,2.42e-69,1.84898876404494e-68
"atc_a07ec01",0.751456895522187,0.681536894817563,0.828550105095928,156322,9.78e-09,2.87896103896104e-08
"atc_j02ac02",0.534673123140837,0.303610376024956,0.941586227559227,6500,0.0301,0.0512982456140351
"atc_c01bc04",0.309740927969384,0.244583636905034,0.392256177368833,64338,2.33e-22,9.32e-22
"atc_r01ac01",0.159317591592888,0.039947220569691,0.63539076383743,3631,0.00925,0.0171389645776567
"atc_h02ab04",1.3283677964673,1.17434807120822,1.50258773012325,55805,6.3e-06,1.575e-05
"atc_j01fa01",1.18555274953408,0.592030009246491,2.37409472488855,1959,0.631,0.808060263653484
"atc_j01aa07",0.376884313408465,0.231227195732929,0.614295326478079,12286,9.04e-05,0.000204906666666667
"atc_n05ac02",0.0461277753550461,0.0192899976367535,0.110304402274862,31301,4.65e-12,1.53495145631068e-11
"atc_a10ac01",0.956159834687039,0.90860825833524,1.00619999992497,458569,0.085,0.13552224824356
"atc_n03ab02",1.18951970356893,1.03362633335896,1.36892519038342,47856,0.0155,0.0275195822454308
"atc_n06ax03",0.796584468335575,0.693947942444508,0.914401176777338,73829,0.00123,0.00251171171171171
"atc_n05aa02",0.894884925596723,0.764608781055565,1.04735787752097,50544,0.166,0.252527964205817
"atc_a02bx02",0.155476980041754,0.0810045544331695,0.298416446977032,16734,2.2e-08,6.33898305084746e-08
"atc_r01ad01",0.30141365569419,0.242375356753068,0.374832627606997,77575,4.17e-27,1.8412987012987e-26
"atc_c09da01",0.506100970223211,0.470281092743752,0.544649138596012,408049,6.97e-74,5.51116279069767e-73
"atc_c09ca07",0.904245423230183,0.823916042483667,0.992406681350596,143596,0.034,0.0569458128078818
"atc_h03bb01",2.15407554033387,1.8621913229375,2.4917103717062,24779,5.2e-25,2.22389937106918e-24
"atc_b01ab04",2.95895103226561,2.43191611052251,3.60020280858478,9979,2.24e-27,1.00210526315789e-26
"atc_c03ba11",0.32132143181028,0.262163079363017,0.393829149365619,83545,7.77e-28,3.49907284768212e-27
"atc_r01ad11",0.254452520359471,0.182665962135462,0.354450738169121,39747,5.82e-16,2.13924324324324e-15
"atc_r05da01",0.000136461188404794,5.03523523971377e-15,3698269.30705765,5187,0.468,0.660248962655602
"atc_g04ca02",1.46960106530869,1.42293262536269,1.51780010708935,789025,6.48e-121,6.12e-120
"atc_g04cb01",1.12852460503716,1.08336619883555,1.17556536796438,617544,6.52e-09,1.93606986899563e-08
"atc_c09ba05",0.663120872443914,0.556319350841086,0.790426022042846,54577,4.55e-06,1.1544776119403e-05
"atc_n04aa02",1.00587210280512,0.834030057329535,1.21312017272038,31728,0.951,0.962662721893491
"atc_m01ax01",0.789886677559645,0.579119590872602,1.07736117586025,14679,0.136,0.209230769230769
"atc_n04bx02",1.63170210607295,1.28993132379265,2.06402597863487,12478,4.45e-05,0.000104705882352941
"atc_n03ax12",1.46326748007081,1.31584196153733,1.62721039518394,68417,2.13e-12,7.06536585365854e-12
"atc_n05ad03",2.05468417528604,1.78755254015247,2.3617359296252,28383,3.9e-24,1.63703703703704e-23
"atc_r05cb01",0.00037100844900037,2.08420619795553e-16,660430188.551801,1384,0.583,0.775812133072407
"atc_m01ae03",0.410341474303133,0.35387049859924,0.475824139621088,123049,4.31e-32,2.10848920863309e-31
"atc_a01ab04",0.000136473825257983,9.70681430214713e-18,1918765972.10957,3266,0.565,0.754813359528487
"atc_g04bd08",1.28089853894272,1.15544305604406,1.41997570411036,82844,2.51e-06,6.48973384030418e-06
"atc_p01ba02",0.849046461860193,0.766376799437746,0.940633765174243,125908,0.00174,0.00353194029850746
"atc_r03da04",1.47679404740205,1.3882266091176,1.57101199769423,202427,4.55e-35,2.34393939393939e-34
"atc_r06ax22",0.504959261349176,0.421546927648715,0.604876560350095,67572,1.19e-13,4.14974358974359e-13
"atc_r03bb01",0.580775505330415,0.477295688492899,0.706690204256511,49832,5.72e-08,1.61394190871369e-07
"atc_r03bb04",3.34576308144077,3.20078022738559,3.49731309302527,181637,0,0
"atc_r03al02",6.04386193025122,5.43378590836007,6.7224339802825,17063,8.59e-241,1.26982608695652e-239
"atc_r03ac03",0.739969067766824,0.664996839754967,0.823393719364833,132574,3.29e-08,9.43966244725738e-08
"atc_c10aa07",0.580653907100686,0.529499029440295,0.636750855214379,225978,7.15e-31,3.37638888888889e-30
"atc_n05ba01",0.953905434352298,0.882585834182516,1.03098819677937,195751,0.234,0.351258278145695
"atc_m01ah02",1.84371037455938e-05,1.09495566008632e-15,310447.999783835,39892,0.364,0.52552016985138
"atc_c08ca13",0.981792345266546,0.934374971456866,1.03161604138546,475236,0.467,0.6602079002079
"atc_a10bx01",0.218393121062057,0.15443534551768,0.308838337281838,42328,7.6e-18,2.85524861878453e-17
"atc_j05ab11",1.94874742015548,1.49468452609147,2.54074785767218,8218,8.24e-07,2.18875e-06
"atc_g04ca01",1.40907533268377,1.31930014164227,1.50495950883953,186657,1.79e-24,7.56024844720497e-24
"atc_c10aa04",0.537355357824146,0.50009337923174,0.577393727999169,401745,2.32e-64,1.71478260869565e-63
"atc_l02bg03",1.40983214753795,1.207959349691,1.64544169862992,33406,1.32e-05,3.21720430107527e-05
"atc_a07ec02",1.0375089038897,0.917049314848479,1.17379153794827,71045,0.559,0.748267716535433
"atc_j01ff01",2.40403552432952,2.10860878760815,2.74085303836469,27456,2.83e-39,1.55193548387097e-38
"atc_r01ad12",0.721894131496277,0.562607483626586,0.92627835970033,24885,0.0104,0.0189597855227882
"atc_j01dc02",2.34537574282302,1.79857298326605,3.05841766011279,6838,3.09e-10,9.81869158878505e-10
"atc_n04bc05",1.37567457788396,1.25924590089337,1.50286813949015,105148,1.56e-12,5.2e-12
"atc_r01ad08",0.324590493847899,0.275918647436783,0.381848018157461,129644,5.65e-42,3.28376068376068e-41
"atc_m09aa72",0.604151469392103,0.45777386876579,0.79733471670787,23967,0.000371,0.000800888888888889
"atc_n05ah03",2.19169714912392,1.99658293318203,2.4058787209116,59748,4.01e-61,2.84041666666667e-60
"atc_m03bc51",0.698328690664514,0.567132296748449,0.859875134957298,36917,0.00072,0.00150646153846154
"atc_c08ca03",0.28409553640845,0.226164418297206,0.356865480498096,75188,2.9e-27,1.28888888888889e-26
"atc_a07aa02",3.74939953735765,3.21950868044242,4.36650380107252,13145,8.17e-65,6.10505494505494e-64
"atc_r03ba02",0.603326430187358,0.558557797208715,0.651683287175749,311718,9.16e-38,4.90456692913386e-37
"atc_n02aa05",19.5967595385877,18.9066145375091,20.3120967876792,54688,0,0
"atc_a02bd03",0.297383380466885,0.142631863975999,0.620035891789183,6812,0.00122,0.00249879518072289
"atc_g01aa10",0.645518383902381,0.374638557014073,1.11225600289799,5835,0.115,0.179770114942529
"atc_b01ab05",5.38850597412795,5.02918624228112,5.77349798444579,45843,0,0
"atc_g03ca04",0.312778609326699,0.256012295031145,0.382131875504034,88575,5.6e-30,2.57297297297297e-29
"atc_m01ag02",0.114924460964402,0.0550803686015707,0.239788368583681,17606,8.15e-09,2.4095652173913e-08
"atc_j01ee01",3.53099093168709,2.69290210243251,4.62991096051883,4395,7.14e-20,2.74305084745763e-19
"atc_r03dc03",1.80240984152875,1.69125741570042,1.92086740118995,157018,1.54e-73,1.20367816091954e-72
"atc_r03ba05",0.93890892825083,0.878162784723486,1.0038571331928,269178,0.0647,0.105002386634845
"atc_m01ae52",1.07481412106317,0.609730614672143,1.89464882857811,3240,0.803,0.885530546623794
"atc_a10bd07",1.49696581415991,1.25723899754836,1.78240306984851,24670,5.88e-06,1.47542435424354e-05
"atc_a10bh01",2.2353772132665,2.06739739018474,2.41700570452235,83827,1.41e-90,1.22923076923077e-89
"atc_r03al01",2.05529596536099,1.91065889744134,2.21088207365849,104532,2.04e-83,1.71259259259259e-82
"atc_c08ca05",0.496982593608897,0.462312886569114,0.534252246748267,427934,4.33e-80,3.59073170731707e-79
"atc_a10ba02",0.826518501807964,0.802619480473825,0.851129147061812,1658920,4.17e-37,2.2153125e-36
"atc_c07ab04",0.349373680226281,0.304075724443504,0.401419641960055,164854,7.77e-50,4.80327272727273e-49
"atc_n05ab03",0.840565735716018,0.732003352769556,0.965228852281285,69645,0.0138,0.0248253968253968
"atc_n05ad01",4.69533173865045,4.35636595510421,5.06067221238554,44264,0,0
"atc_a02bc04",1.88894425530807,1.5138629235728,2.35695738636654,12177,1.79e-08,5.2017094017094e-08
"atc_c05aa08",0.629342761420695,0.508671451190306,0.778640732492074,39107,2.01e-05,4.82968197879859e-05
"atc_j01dc04",3.968437921231,2.38404500725303,6.60578952442265,1108,1.15e-07,3.17886178861789e-07
"atc_n07ca01",0.548651875129643,0.495151849456714,0.607932456303162,192954,1.92e-30,8.94246575342466e-30
"atc_c08da01",0.523675411302876,0.4722897480903,0.580651893275489,199310,1.22e-34,6.23759398496241e-34
"atc_a10bb12",1.0267021119678,0.987737751787306,1.06720354143771,756692,0.182,0.275634743875278
"atc_j01ma01",1.14969328859942,0.870810080173776,1.51789085581872,12625,0.325,0.474248927038627
"atc_n06ab06",1.17208006008532,1.03887726275102,1.32236185785005,65917,0.00989,0.0182254742547425
"atc_c09aa01",0.603466541197122,0.541486152258809,0.672541421096874,157480,6.59e-20,2.54613636363636e-19
"atc_b01ac04",2.08531601047473,1.98200323204079,2.19401401231052,216182,8.91e-177,1.0098e-175
"atc_n06ab10",2.49826199934126,2.38989614355674,2.61154152417017,240652,0,0
"atc_c09da03",0.498521823562899,0.442282793829561,0.56191199846732,155692,4.27e-30,1.9752380952381e-29
"atc_c08ca10",0.866907498143545,0.771259086168777,0.974417836774815,94609,0.0166,0.0292435233160622
"atc_c07fb02",0.34919794280212,0.305702782349148,0.398881561758126,179697,3.38e-54,2.23145631067961e-53
"atc_m05bx03",2.35554353957943,1.87933073305139,2.95242623837977,9410,1.05e-13,3.68041237113402e-13
"atc_r06ae07",0.815071671980405,0.761911792828713,0.871940606140854,304030,2.81e-09,8.49244444444444e-09
"atc_a01ab09",2.52066847857766,2.16801544771168,2.93068464323045,19813,2.68e-33,1.36e-32
"atc_a06ac51",1.19170006640032,1.03552039494168,1.37143513077645,47769,0.0144,0.0257007874015748
"atc_c09ba02",0.415579582331376,0.38939324424638,0.44352692760495,629636,4.43e-154,4.7815873015873e-153
"atc_a02bd02",0.709049752663752,0.265836660512685,1.89120473746147,1635,0.492,0.685528455284553
"atc_a02bd07",0.821950582069839,0.54087297005042,1.24909691697473,7760,0.358,0.519061833688699
"atc_c09ba04",0.997991151584061,0.828196821702291,1.20259618552135,32268,0.983,0.984447717231222
"atc_j01fa06",1.43380358345275,1.22907261181015,1.67263731708595,33054,4.57e-06,1.15524163568773e-05
"atc_r01ad09",0.412872352859585,0.372055041819032,0.458167638106416,247217,2.74e-62,1.98212765957447e-61
"atc_n03ae01",0.890218438088329,0.788738987341812,1.00475427261844,85966,0.0597,0.0973525179856115
