"VARIABLE1_LABEL","VARIABLE2_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"atc_n02aa05","atc_c10aa02",0.958183096734142,0.588082412740979,1.56120099322102,1336,0.864,0.912369230769231
"atc_n02aa05","atc_l02bb03",0.985313756300491,0.777489540757455,1.24868972180533,1327,0.903,0.939302462639444
"atc_n02aa05","atc_a02bc03",0.415607463842832,0.353339870588518,0.48884821210291,7993,2.91e-26,6.81574407582938e-25
"atc_n02aa05","atc_c07ab02",1.04342094820174,0.934469368234463,1.16507540231436,14169,0.45,0.583088620870477
"atc_n02aa05","atc_n02ax02",0.540713838125181,0.457782446920545,0.638668993769457,5865,4.55e-13,5.30332547169811e-12
"atc_a02bc03","atc_n04ba02",0.834034719240111,0.601025179848764,1.1573789854744,9484,0.278,0.403843621399177
"atc_n02aa05","atc_j01ca08",0.247751721251703,0.186318898967963,0.329440092890072,3293,8.24e-22,1.62239362549801e-20
"atc_n02aa05","atc_c08ca05",1.72029097871599,1.22778671800874,2.41035434578674,1398,0.00162,0.00536957746478873
"atc_n02aa05","atc_a10bh01",0.595190813852831,0.42125459086686,0.840945386887806,859,0.00326,0.00982972544234289
"atc_c10aa02","atc_a10bh01",1.73319570838427,0.714733165282914,4.20292146702412,1911,0.224,0.341353068146778
"atc_n02aa05","atc_n05cd07",0.469914532071199,0.412865068744315,0.534847058200622,12582,2.76e-30,7.88434682080925e-29
"atc_n02aa05","atc_c09da01",1.14533221151974,0.807238309291341,1.62502926291529,1857,0.447,0.579961669729588
"atc_a02bc03","atc_c09da01",0.764954918973466,0.49422750511997,1.18398110586674,20621,0.229,0.346197002141328
"atc_g04ca02","atc_a10bh01",0.809131812688542,0.587894873467273,1.11362476499141,9466,0.194,0.305139401654997
"atc_j01ca08","atc_a10bh01",0.623201871230074,0.371709250764673,1.04485043486461,3424,0.0729,0.136725540796964
"atc_n02aa05","atc_n04ba02",0.270253541740739,0.184734269917391,0.395362359437011,1695,1.58e-11,1.62674166666667e-10
"atc_n02aa05","atc_c03ea02",1.27364863222955,0.470204697256783,3.44994605082457,401,0.634,0.746895828367104
"atc_c08ca05","atc_c09da01",1.47303997307266,0.786012802883596,2.76057432437425,16855,0.227,0.344120858895706
"atc_n05cd07","atc_c09da01",0.970677743832531,0.70408057396572,1.33822081905314,36090,0.856,0.906633519074153
"atc_n05cd07","atc_n04ba02",0.82626948070384,0.656807695215776,1.0394538001238,23426,0.103,0.181924946390279
"atc_c07ab02","atc_n04ba02",1.23597347199316,1.01772335560577,1.50102718489894,38826,0.0326,0.0705381786339755
"atc_c07ab02","atc_c09da01",1.30458335466118,1.05986399383915,1.60580766886333,123654,0.0121,0.030323630831643
"atc_c03ea02","atc_n04ba02",2.42138827297742,0.896401083780112,6.54073413631752,2338,0.0811,0.149550820895522
"atc_c03ea02","atc_c09da01",0.00661716688712752,7.83209179613612e-16,55907028099.0564,1243,0.741,0.825895805142084
"atc_c08ca05","atc_n04ba02",0.770834676060536,0.318988606970303,1.86271887093657,4361,0.563,0.689211295516473
"atc_c07ab02","atc_c10aa04",1.47723106977878,1.23517380912555,1.76672434065347,155389,1.93e-05,9.5956338028169e-05
"atc_n02aa05","atc_h02aa02",0.368819598997965,0.170670013775262,0.797022825486737,166,0.0112,0.028196841569027
"atc_c07ab02","atc_h02aa02",0.612311098163342,0.301527036541427,1.243420441611,2622,0.175,0.281069223269418
"atc_n02aa05","atc_c07aa07",1.5993800858521,0.891122323892989,2.87055614076103,656,0.116,0.200094938917976
"atc_n05cd07","atc_h02aa02",0.401235633048937,0.218149456008882,0.737980447779005,3165,0.00331,0.00996225334957369
"atc_n02aa05","atc_c10aa04",1.01985870351121,0.71191160588143,1.46101252814917,1839,0.915,0.947795011527982
"atc_c08ca05","atc_c07aa07",2.42926448769264,1.4117411310411,4.1801756861845,20291,0.00135,0.00456340629274966
"atc_c08ca05","atc_h02aa02",6.68494833440296,0.918479315520855,48.6549163149033,53,0.0607,0.117546786833856
"atc_a02bc03","atc_h02aa02",0.685701153402072,0.350273649793494,1.34233925975914,1389,0.271,0.395418364334219
"atc_n05cd07","atc_c10aa04",1.38148453950631,1.05392997420181,1.81084092834569,35722,0.0193,0.0452469639468691
"atc_n05cd07","atc_c07aa07",1.73478076372434,1.16431934809916,2.58474129378782,20033,0.00677,0.0183327890410959
"atc_c08ca05","atc_c10aa04",0.97910346849208,0.487687091018667,1.96569402731336,18899,0.953,0.968282483552632
"atc_c03ea02","atc_c10aa04",2.12388722918241,0.786110708308153,5.73824642586585,9160,0.137,0.229743467933492
"atc_c03ea02","atc_h02aa02",0.00676267946415903,1.07646517472303e-99,4.2485195628113e+94,3,0.965,0.976659840262134
"atc_c07ab02","atc_c07aa07",0.85785903983146,0.121981386323188,6.0330690968763,2463,0.878,0.923600681140911
"atc_a02bc03","atc_c07aa07",1.78831894075591,0.918504853503137,3.48183749020922,5448,0.0873,0.158674733357852
"atc_a02bc03","atc_c10aa04",1.51767655832134,1.11110689980854,2.07301577919731,20930,0.00874,0.0227931820580475
"atc_a02bc03","atc_r03al01",0.875475538075772,0.631270849138774,1.21414986739007,8604,0.425,0.559049773755656
"atc_c03ea02","atc_c07aa07",1.72672033094802,0.548711520650237,5.43375341887486,12235,0.35,0.482751883896176
"atc_n02aa05","atc_r03al01",0.524055732738863,0.371832623712645,0.738596867252577,1090,0.000224,0.000913372937293729
"atc_c07ab02","atc_r03al01",1.45615816884057,1.13514377271309,1.86795423069025,18403,0.0031,0.0094220172201722
"atc_n05cd07","atc_r03al01",1.17017294142073,0.924071787180227,1.48181638248218,15665,0.192,0.302861155442068
"atc_a02bc03","atc_m02aa07",0.822182756074388,0.502393772603112,1.34552719649274,21201,0.436,0.569878868024332
"atc_c08ca05","atc_r03al01",1.77655500423413,0.915549378423411,3.44727194125157,3178,0.0893,0.161833736707004
"atc_c03ea02","atc_r03al01",0.00162719458204422,1.2102054192436e-15,2187861800.75857,1412,0.652,0.760487137125325
"atc_n02aa05","atc_m02aa07",0.727580466883631,0.487626615640287,1.08561206220358,3210,0.119,0.204342599027102
"atc_l02bb03","atc_a07aa02",0.897754939904922,0.123398846051874,6.53137333054866,64,0.915,0.947795011527982
"atc_c07ab02","atc_m02aa07",1.70930035540236,1.25125929817458,2.33501378110916,60088,0.000756,0.00273710769230769
"atc_c10aa01","atc_a07aa02",0.761858701700063,0.468224015244658,1.23963885332285,4038,0.273,0.39798407079646
"atc_c08ca05","atc_m02aa07",1.28362525660552,0.480832468038149,3.42675236994366,10455,0.618,0.734525252525253
"atc_n02aa05","atc_a07aa02",0.660945156103289,0.436673003140535,1.00040189394491,440,0.0502,0.100767018683997
"atc_n02ax02","atc_a07aa02",0.288945563556796,0.0917017576746023,0.910446438719434,810,0.034,0.073055652173913
"atc_n05cd07","atc_m02aa07",0.850180785053298,0.578059432538946,1.25040320525372,40335,0.41,0.545562735595046
"atc_c10aa02","atc_a07aa02",1.3354349589116,0.185667730507648,9.60525840762498,262,0.774,0.849835147744946
"atc_a02bc03","atc_a07aa02",0.643385915233299,0.32591680717512,1.27009539492135,1242,0.204,0.31663567839196
"atc_j01ca08","atc_a07aa02",0.480408334956024,0.176789878014682,1.30546030625154,626,0.151,0.248333444259567
"atc_g04ca02","atc_a07aa02",1.17508259425657,0.631529338462409,2.18646865510102,958,0.611,0.72971532141131
"atc_c03ea02","atc_a07aa02",0.00564338264911006,5.69288078004188e-18,5594314891667.59,125,0.769,0.845660436137072
"atc_c07ab02","atc_a07aa02",1.11825284145498,0.652305808370443,1.91702940764247,2332,0.684,0.786488599348534
"atc_n02aa05","atc_c07fb02",1.99255257907388,1.01346951600368,3.9174989653656,412,0.0456,0.0931219834710744
"atc_c03ea02","atc_m02aa07",0.00325399768108474,8.84647947103755e-15,1196916914.03009,4221,0.673,0.777276466464127
"atc_n05cd07","atc_a07aa02",0.531654930916872,0.259541719940175,1.08906177254808,1494,0.0842,0.154174286772879
"atc_c10aa01","atc_c07fb02",1.26952953248651,0.886121814192736,1.81883033240041,62256,0.193,0.303856642242752
"atc_c08ca05","atc_a07aa02",1.71352883217167,0.421543521100812,6.96530942052228,341,0.452,0.585066526977475
"atc_g04ca02","atc_c07fb02",0.603431838527228,0.268359952583468,1.3568715460072,12038,0.222,0.338723062673665
"atc_l02bb03","atc_c07fb02",2.54643822619975,0.810455509760651,8.00086810658653,843,0.11,0.19134811686026
"atc_n02ax02","atc_c07fb02",2.0696516078926,0.916657411001518,4.67291021339415,2947,0.08,0.147798130841122
"atc_j01ca08","atc_c07fb02",1.08099238887406,0.345069455410232,3.38640388618123,2614,0.894,0.93288597972973
"atc_c10aa02","atc_c07fb02",0.917939081398718,0.128851994784445,6.53937999616321,4721,0.932,0.957975041597338
"atc_n04ba02","atc_c07fb02",2.99358131658237,1.1090209637805,8.08057682556553,1308,0.0304,0.0668016007114273
"atc_c09da01","atc_c07fb02",1.93153668981024,0.79415165977511,4.69788602486783,9191,0.147,0.2424004004004
"atc_c10aa04","atc_c07fb02",1.09435245575287,0.354385765776488,3.37938882728059,9063,0.875,0.921229228802727
"atc_m02aa07","atc_c07fb02",2.99720410289202,0.741833090156275,12.1095062401441,3235,0.123,0.209608965517241
"atc_h02aa02","atc_c07fb02",0.0126701775337601,8.81118737177888e-35,1.82192696583857e+30,10,0.908,0.943312171536683
"atc_c07aa07","atc_c07fb02",0.0472498772788814,3.32353746384379e-13,6717393521.68252,226,0.816,0.878195121951219
"atc_n02aa05","atc_g03fa01",2.86249671479324,0.387777705100925,21.1303727223552,184,0.302,0.430482838188636
"atc_r03al01","atc_c07fb02",2.1648432531639,0.535775462729676,8.74722087288617,823,0.278,0.403843621399177
"atc_c10aa01","atc_g03fa01",1.58087530875673,0.479609525318903,5.21083633644461,25272,0.452,0.585066526977475
"atc_a07aa02","atc_c07fb02",0.00389215081961601,1.05472197487795e-18,14362873215370.9,116,0.762,0.840206157965194
"atc_j01ca08","atc_g03fa01",3.64514847821421,0.495858902226058,26.7961457756987,1567,0.204,0.31663567839196
"atc_g04ca02","atc_g03fa01",0.0253088213960831,3.20144025395738e-22,2000775868508077824,193,0.875,0.921229228802727
"atc_n02ax02","atc_g03fa01",0.00271976680836542,2.0185564184319e-14,366456514.385297,4559,0.651,0.76021786389414
"atc_n04ba02","atc_g03fa01",0.00723803437743299,2.89332196646613e-14,1810691732.75898,1599,0.713,0.806326315789474
"atc_c10aa04","atc_g03fa01",4.33029542343111,0.588972557445484,31.8375758210502,4676,0.15,0.246935376415723
"atc_h02aa02","atc_g03fa01",0.0101670285546769,1.57418884112764e-64,6.5664593046899e+59,20,0.95,0.966028806584362
"atc_c10aa02","atc_g03fa01",0.0120609533764696,1.845045567866e-14,7884173642.25971,4045,0.75,0.833670715249663
"atc_c09da01","atc_g03fa01",0.00977350737938751,1.95767517130424e-13,487933074.36853,4934,0.713,0.806326315789474
"atc_r03al01","atc_g03fa01",0.018150192959649,3.55697901183256e-12,92614970.0002782,811,0.725,0.814491929984087
"atc_c07aa07","atc_g03fa01",0.0376433983447028,1.18198514833382e-13,11988521521.9114,1570,0.808,0.87415411558669
"atc_m02aa07","atc_g03fa01",0.0132580560456041,2.02114072114992e-14,8696873417.52099,4044,0.755,0.836219184222322
"atc_a07aa02","atc_g03fa01",0.00847819917478586,9.3763692354602e-26,7.66606555717749e+20,145,0.86,0.90931108258451
"atc_c10aa02","atc_r01ad09",1.86831077050265,0.695646014109435,5.01776056266899,7442,0.215,0.330285980727386
"atc_l02bb03","atc_r01ad09",0.873970114378892,0.279330964474186,2.73447579385006,1923,0.817,0.878888550282978
"atc_c10aa01","atc_r01ad09",1.06011783535721,0.802341765448951,1.40071210703284,96844,0.681,0.784682210305433
"atc_n02ax02","atc_r01ad09",1.13798253671633,0.651723212451113,1.98704638584356,9161,0.649,0.758419957436746
"atc_n02aa05","atc_r01ad09",0.708345565056431,0.413154419363965,1.21444529216835,1402,0.21,0.324014985950671
"atc_j01ca08","atc_r01ad09",0.536755413073506,0.199961731879307,1.44080755230509,5511,0.217,0.332944427196523
"atc_g04ca02","atc_r01ad09",1.1666024055487,0.836691332205395,1.62659886656734,34737,0.364,0.498168928274716
"atc_n04ba02","atc_r01ad09",2.06182317231112,1.01860041571451,4.17348621529581,3027,0.0443,0.0908048942347574
"atc_h02aa02","atc_r01ad09",1.8239996404702,0.253782988411825,13.1095260137633,216,0.55,0.677492522432702
"atc_a07aa02","atc_r01ad09",1.18466950559589,0.374494561741845,3.74756266409088,824,0.773,0.848925777777778
"atc_c07aa07","atc_r01ad09",1.93179891558754,0.480813424381847,7.76152840379404,4097,0.353,0.485534650709713
"atc_r03al01","atc_r01ad09",0.72089077079721,0.320217467913181,1.62290804061162,5775,0.429,0.562813379346961
"atc_c10aa04","atc_r01ad09",0.460822163848361,0.115111299166369,1.84479775861941,11286,0.274,0.399206367924528
"atc_b01ab05","atc_c10aa01",0.727106946941579,0.588884678414797,0.897772571896175,14166,0.00305,0.00928146551724138
"atc_c09da01","atc_r01ad09",0.600009911915962,0.19234262781085,1.87172182523905,13737,0.379,0.513296245546725
"atc_b01ab05","atc_l02bb03",1.45396463887518,0.857378289466299,2.46567145106435,389,0.165,0.267881077529566
"atc_m02aa07","atc_r01ad09",0.000630543357380197,1.20882851004639e-14,32890101.6341048,13362,0.558,0.684276923076923
"atc_b01ab05","atc_j01ca08",0.530011798994883,0.341211223540432,0.823280383801635,1881,0.00472,0.0135538872748402
"atc_b01ab05","atc_n02ax02",0.287450933342466,0.198463656244996,0.416338389823139,5007,4.22e-11,4.17940681362725e-10
"atc_b01ab05","atc_c10aa02",0.828554119272631,0.265079344540034,2.58979789524855,786,0.746,0.830345045045045
"atc_b01ab05","atc_g04ca02",0.862951583916673,0.64482820501706,1.15485865908206,3641,0.321,0.45093291642979
"atc_b01ab05","atc_c03ea02",1.22710281426309,0.171127806081268,8.79916216571672,304,0.839,0.894764350453172
"atc_b01ab05","atc_a02bc03",0.78134061449215,0.558307682115887,1.09347081441063,2677,0.15,0.246935376415723
"atc_b01ab05","atc_c07ab02",1.00265657357786,0.790706223011197,1.27142063042124,8344,0.983,0.986593419983753
"atc_b01ab05","atc_a10bh01",0.849773448255072,0.485230083314816,1.48819073299462,616,0.569,0.694149098987904
"atc_b01ab05","atc_n05cd07",0.880370862633231,0.659744195639642,1.17477783191733,3752,0.387,0.521842837653479
"atc_b01ab05","atc_c08ca05",1.57954263275701,0.812650697485846,3.07014432697314,1043,0.178,0.284776950469408
"atc_b01ab05","atc_a07aa02",1.05517753486235,0.543940543013119,2.04691421586374,219,0.874,0.92076486889789
"atc_b01ab05","atc_r03al01",0.600204359884615,0.266309691414487,1.35273061866837,446,0.218,0.333960322380657
"atc_b01ab05","atc_m02aa07",2.3554445513165,1.20358569138207,4.60965851792049,950,0.0124,0.030981193124368
"atc_b01ab05","atc_c07fb02",1.3262642554574,0.327654392485774,5.36839094986444,390,0.692,0.791635185185185
"atc_b01ab05","atc_c09da01",1.63147809158198,0.953658433133565,2.79106299575835,1549,0.074,0.138525757575758
"atc_b01ab05","atc_h02aa02",0.248506530886152,0.0344437316954967,1.79293859443064,99,0.167,0.270594754098361
"atc_b01ab05","atc_c10aa04",0.770911388762994,0.318221102460797,1.86758315123902,1079,0.564,0.690093587521664
"atc_b01ab05","atc_c07aa07",3.00491953591329,1.11005205671526,8.1343405137526,337,0.0304,0.0668016007114273
"atc_b01ab05","atc_n04ba02",0.601474454137751,0.297487685163838,1.21608905854729,644,0.157,0.256663579225935
"atc_b01ab05","atc_b01aa03",0.435030326257437,0.359566588319278,0.526331953278167,14303,1.1e-17,1.68826086956522e-16
"atc_b01ab05","atc_c03ca01",0.599584181845456,0.516059640603609,0.696627216766639,15452,2.34e-11,2.38931404958678e-10
"atc_b01ab05","atc_n02ab03",0.457760672787095,0.373755700645642,0.560646521748074,1582,4.22e-14,5.33382097186701e-13
"atc_b01ab05","atc_c03da01",0.795095100789735,0.592840645010846,1.06635100784676,1899,0.126,0.213763130792997
"atc_b01ab05","atc_n06dx01",0.346913938491387,0.255585921403294,0.4708760171876,2744,1.11e-11,1.15730379746835e-10
"atc_n06ax11","atc_c09aa05",0.747223266655758,0.673046706811702,0.829574834229015,85277,4.69e-08,3.42869526627219e-07
"atc_b01ab05","atc_n05ax08",0.568335490775807,0.413667133371585,0.78083368007202,1612,0.00049,0.00186275384615385
"atc_b01ab05","atc_a02bc02",0.54150598473083,0.453357140007184,0.646794117976523,9124,1.32e-11,1.37047058823529e-10
"atc_b01ab05","atc_h02ab06",0.691298957775611,0.553978453591755,0.862658549124407,4258,0.00108,0.00374288920056101
"atc_b01ab05","atc_a06ad11",0.780220256764334,0.636804407700188,0.955935043326528,3946,0.0166,0.0398625850340136
"atc_b01ab05","atc_n02be01",0.331245211541527,0.284160466034034,0.386131792717603,21058,2.69e-45,1.16613859649123e-43
"atc_n06dx01","atc_c09aa05",0.670277440500975,0.614102442080192,0.731591044846994,84894,3.3e-19,5.60432989690722e-18
"atc_b01ab05","atc_a03fa01",1.00083063920238,0.811364373032897,1.23454024068374,1733,0.994,0.995409929078014
"atc_b01ab05","atc_a12ba01",0.803591965493322,0.597945458920434,1.07996479841374,2344,0.147,0.2424004004004
"atc_b01ab05","atc_c07ab07",0.908322748842189,0.776793501969272,1.06212296314609,17175,0.228,0.345001837109614
"atc_b01ab05","atc_a02bc01",0.654445906682664,0.524007176301194,0.817354158767307,4806,0.000185,0.000768294117647059
"atc_b01ab05","atc_c01aa05",0.818930863257207,0.638717667929777,1.04999093099915,4402,0.115,0.198716783216783
"atc_b01ab05","atc_n06ax11",0.691120471223118,0.522437454061797,0.914267348234888,2869,0.00966,0.0247998545454545
"atc_b01ab05","atc_g03ca03",1.15594783624697,0.778442991365274,1.71652313007601,5906,0.473,0.605900984966304
"atc_c03da01","atc_c09aa05",0.87807291312749,0.793546106843487,0.971603331071808,70498,0.0118,0.029646975088968
"atc_a12ba01","atc_c09aa05",0.996558592943847,0.896069875337405,1.10831650131779,71049,0.949,0.965607988470249
"atc_b01ab05","atc_a12ax",0.492461503763573,0.409778303409386,0.591828143831211,12261,4.24e-14,5.34542857142857e-13
"atc_b01ab05","atc_c03ea01",1.29317688898323,0.834593923635505,2.00373669019271,3776,0.25,0.371690734055355
"atc_g03ca03","atc_c09aa05",1.54430415349486,1.31879354978339,1.8083765414937,134121,6.82e-08,4.86355555555556e-07
"atc_b01ab05","atc_n06da02",0.602631989904295,0.429004107037187,0.846531092124324,1960,0.00349,0.0104277992744861
"atc_b01ab05","atc_c09aa05",0.536034333170069,0.41499313664155,0.692379658763523,6486,1.8e-06,1.0756469165659e-05
"atc_n02ab03","atc_c09aa05",0.432515888843401,0.379500062210857,0.492937980068256,11155,3.4e-36,1.2088345323741e-34
"atc_a12ba01","atc_j01ma12",0.414471913375363,0.250347218627512,0.686194829400657,1502,0.000617,0.00230129358490566
"atc_h02ab06","atc_c09aa05",0.857459723877091,0.776204280223682,0.94722123647592,69215,0.00247,0.00775031111111111
"atc_n06dx01","atc_j01ma12",0.808874113291572,0.615987711388275,1.06215971367133,2017,0.127,0.215090472926662
"atc_b01ab05","atc_j01ma12",0.291486466416625,0.17742586947841,0.478872446018304,832,1.13e-06,6.93721739130435e-06
"atc_a12ba01","atc_j01db01",0.751351228964566,0.615663557082809,0.916943455190789,15149,0.0049,0.0139814087759815
"atc_h02ab06","atc_j01ma12",0.567427065604238,0.436766746304949,0.737174882254969,4105,2.2e-05,0.000107647524752475
"atc_c03da01","atc_j01db01",0.605658896484249,0.49550605441715,0.740299125753371,14222,9.78e-07,6.041595e-06
"atc_c03da01","atc_j01ma12",0.628858794544251,0.423176194511607,0.934512358220097,1355,0.0217,0.0501128037383178
"atc_b01ab05","atc_j01db01",0.410337996642289,0.307632536276843,0.547332455553018,4606,1.36e-09,1.16686111111111e-08
"atc_n06ax11","atc_j01db01",0.790276918893684,0.662183429301532,0.943148953749649,17850,0.00909,0.023519780104712
"atc_g03ca03","atc_j01ma12",1.1712011481815,0.67178300317664,2.04189764107651,3122,0.577,0.701484378843788
"atc_n06dx01","atc_j01db01",0.875657296065363,0.763112546388462,1.00480027982947,18719,0.0585,0.1140011829653
"atc_n02ab03","atc_j01db01",0.536317594616524,0.459407225786327,0.626103696568838,5275,3.05e-15,4.06283018867924e-14
"atc_n02ab03","atc_j01ma12",0.434667879588927,0.326519422560585,0.578636835948947,807,1.14e-08,8.87225196850394e-08
"atc_h02ab06","atc_j01db01",0.661574685546877,0.571115404555247,0.766361861482779,27658,3.65e-08,2.71252631578947e-07
"atc_b01ab05","atc_b03xa02",0.243002342820802,0.113585144704384,0.519875541560314,335,0.000267,0.00107452280130293
"atc_n06ax11","atc_j01ma12",0.954554114521605,0.687265411407832,1.325795744156,1707,0.781,0.855240859738533
"atc_n02ab03","atc_b03xa02",0.168882659474285,0.112060180097273,0.254518176272333,656,1.92e-17,2.89287804878049e-16
"atc_n06ax11","atc_b03xa02",0.516537241921119,0.273505839237821,0.975521118799505,596,0.0417,0.0861184287505224
"atc_a12ba01","atc_b03xa02",0.661663843569075,0.3915148440684,1.11821824515577,753,0.123,0.209608965517241
"atc_n06dx01","atc_b03xa02",0.352209468775422,0.165277763740686,0.750563821093905,368,0.00687,0.0185628977583379
"atc_g03ca03","atc_j01db01",1.10859875237702,0.856338505085109,1.43516983818186,41047,0.434,0.568166357615894
"atc_c03da01","atc_b03xa02",0.309539578357315,0.152633815781794,0.62774261443219,646,0.00115,0.00395222531293463
"atc_g03ca03","atc_b03xa02",0.84582845056415,0.348633585006539,2.05208505018337,1392,0.711,0.80480119102153
"atc_h02ab06","atc_b03xa02",0.417430505210755,0.282094724062101,0.617694029052975,1736,1.25e-05,6.36855670103093e-05
"atc_b01ab05","atc_n03ax16",0.736212875448408,0.529026025272988,1.02454203022682,1966,0.0693,0.131017827084927
"atc_n06dx01","atc_n03ax16",0.39832312958681,0.328761804544135,0.482602642310691,17049,5.46e-21,1.03384367816092e-19
"atc_n06ax11","atc_n03ax16",0.450189307465589,0.377391530975296,0.537029572530638,30302,7.43e-19,1.24050878378378e-17
"atc_g03ca03","atc_n03ax16",1.38853428916073,1.10622450916724,1.74288985300688,43143,0.00465,0.0133995918367347
"atc_n02ab03","atc_n03ax16",0.192901988119524,0.164613981400897,0.226051133104191,12393,5.87e-92,6.59307727272727e-90
"atc_a12ba01","atc_n03ax16",0.791153344087052,0.637656147577106,0.981600532259336,12087,0.0333,0.0718013089005236
"atc_c03da01","atc_n03ax16",0.653361890038026,0.52719347116453,0.809725049157214,11451,0.000101,0.00044093816254417
"atc_b01ab05","atc_j01ma02",0.408906152270892,0.267184507798902,0.625800660159658,1490,3.81e-05,0.000179324
"atc_n06dx01","atc_j01ma02",0.582067668098536,0.466052866327493,0.726962099633548,7107,1.83e-06,1.09225362318841e-05
"atc_h02ab06","atc_n03ax16",0.695709914709182,0.589922418657878,0.820467692219302,20306,1.62e-05,8.10327935222672e-05
"atc_a12ba01","atc_j01ma02",0.788450861568866,0.592044485964154,1.05001359838072,5012,0.104,0.183167498218104
"atc_n06ax11","atc_j01ma02",0.673685986506106,0.518241767830993,0.875754978828172,6689,0.00317,0.00960523605150215
"atc_n02ab03","atc_j01ma02",0.382182340554208,0.300307975983397,0.486378495120516,2079,5.3e-15,7.00336898395722e-14
"atc_g03ca03","atc_j01ma02",1.4117770703796,1.01405163119282,1.96549607055522,14097,0.0411,0.0850570351758794
"atc_h02ab06","atc_j01ma02",0.529371111650976,0.412924560481099,0.678656104941031,7946,5.21e-07,3.33953566796368e-06
"atc_b01ab05","atc_l02ae02",0.713335161402418,0.436902748261073,1.16466892121482,795,0.177,0.283636186770428
"atc_c03da01","atc_l02ae02",0.692191558021905,0.498860430428709,0.960447299027185,3977,0.0277,0.0618587437867149
"atc_n06ax11","atc_l02ae02",0.681125473952074,0.517524369705958,0.896444570388116,7124,0.00614,0.0168952561247216
"atc_c03da01","atc_j01ma02",0.815616359307367,0.619387026645831,1.0740135278135,4192,0.147,0.2424004004004
"atc_n06dx01","atc_l02ae02",0.60080010251262,0.483703589231037,0.746243714571167,8408,4.1e-06,2.31039908779932e-05
"atc_a12ba01","atc_l02ae02",0.814660051846457,0.579527451191048,1.14519337903751,4006,0.238,0.357180686304282
"atc_n02ab03","atc_l02ae02",0.702625209310769,0.566915413444477,0.870821595340788,1832,0.00127,0.00432254820936639
"atc_h02ab06","atc_l02ae02",0.967643636156996,0.778509157720147,1.20272728626234,7305,0.767,0.844400534640232
"atc_a12ba01","atc_r03al02",0.519072080490042,0.360424217937815,0.747551943889484,2831,0.000426,0.00164219344773791
"atc_n06dx01","atc_r03al02",0.586543647234195,0.384712132458416,0.894262023691127,1065,0.0132,0.0326989473684211
"atc_b01ab05","atc_r03al02",0.695800700579491,0.303690004360422,1.59418686152189,139,0.391,0.52651825613079
"atc_n06ax11","atc_r03al02",0.74010547769832,0.513641543145266,1.06641708683626,1935,0.106,0.185894960965224
"atc_b01ab05","atc_c10aa05",1.21044806833755,0.814804857513332,1.7982029839803,3697,0.344,0.476604429492571
"atc_n02ab03","atc_r03al02",0.370099777456275,0.24931083693587,0.54940991316963,472,8.17e-07,5.09799747474747e-06
"atc_g03ca03","atc_r03al02",2.02712630397126,1.18161327657435,3.47765308135788,2237,0.0103,0.0262384536082474
"atc_n06dx01","atc_c10aa05",1.19828581279589,1.01724767395665,1.41154305476357,39775,0.0304,0.0668016007114273
"atc_h02ab06","atc_r03al02",0.446396129053497,0.354012773534129,0.562887892560001,10060,9.26e-12,9.78896153846154e-11
"atc_c03da01","atc_r03al02",0.331781589995235,0.221271589374047,0.497483765408691,2639,9.39e-08,6.56141242937853e-07
"atc_c03da01","atc_c10aa05",1.16809777146855,0.958832604406396,1.4230350505806,36148,0.123,0.209608965517241
"atc_a12ba01","atc_c10aa05",1.43442574786421,1.18959120883375,1.72965066558704,43452,0.000158,0.000666242320819113
"atc_n06dx01","atc_a10ae05",0.358414808847198,0.284060231531486,0.45223217100256,10776,5.17e-18,8.11115555555556e-17
"atc_n06ax11","atc_c10aa05",1.32343786707878,1.09689479035471,1.59676917368861,43555,0.00344,0.0103033212121212
"atc_n02ab03","atc_c10aa05",1.50609744521108,1.20030118306065,1.88980028219861,3428,0.000405,0.00156612676056338
"atc_a12ba01","atc_a10ae05",0.920262516267672,0.710180954527633,1.19248917258081,6042,0.53,0.660428643469491
"atc_g03ca03","atc_c10aa05",1.20363632951311,0.928373448544171,1.56051470019487,176344,0.162,0.263443237907206
"atc_h02ab06","atc_c10aa05",1.1482172822408,0.9608103430223,1.37217811695211,46552,0.128,0.216635616438356
"atc_b01ab05","atc_a10ae05",0.538301546811922,0.301156166515779,0.962187022940888,647,0.0366,0.0776963917525773
"atc_n06ax11","atc_a10ae05",0.619859388325542,0.46354688909449,0.828881975771375,6265,0.00126,0.00429146795313577
"atc_c03da01","atc_a10ae05",0.646745964297317,0.494565499278362,0.845753177173081,6063,0.00145,0.00486813858695652
"atc_a12ba01","atc_c01da14",1.10016150979292,1.01147261687372,1.19662690560109,154681,0.026,0.0587257769652651
"atc_g03ca03","atc_c01da14",1.98019731089182,1.75266645584854,2.23726618203849,245775,5.3e-28,1.35013402061856e-26
"atc_h02ab06","atc_a10ae05",0.699035563468309,0.539985644832721,0.90493279528724,6160,0.00656,0.0178325192519252
"atc_n02ab03","atc_a10ae05",0.272808840229748,0.190139794838284,0.391420761607528,1197,1.76e-12,1.97231746031746e-11
"atc_b01ab05","atc_c01da14",0.72165857338395,0.571273467837951,0.911631864349575,7098,0.00622,0.0170300498614958
"atc_n06dx01","atc_c01da14",0.98650967594723,0.915256667704267,1.06330975242014,101166,0.723,0.813169321802458
