"VARIABLE1_LABEL","VARIABLE2_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"atc_n02aa01","atc_h02ab02",0.106048381433349,0.0548808352350185,0.204921429429283,85,2.45e-11,2.49647422680412e-10
"atc_n02aa01","atc_n02aa05",0.0905501476432488,0.0618652143156322,0.132535372727907,464,4.44e-35,1.53064722222222e-33
"atc_n02aa01","atc_r03bb04",0.227188832644211,0.104854008465814,0.492253624190887,184,0.000172,0.000718532544378698
"atc_a10ae04","atc_r03bb04",0.696108199416128,0.541371189984668,0.895072797110034,6200,0.00474,0.0135955194428323
"atc_h02ab02","atc_r03bb04",0.704094339463914,0.46108838698045,1.07517094956925,259,0.104,0.183167498218104
"atc_h02ab02","atc_a10ae04",0.554604487397912,0.298249805751143,1.03130373100242,156,0.0625,0.120513070620367
"atc_h02ab02","atc_n02aa05",0.195236395764392,0.163018957592464,0.233820966555073,1763,1.63e-70,1.258665625e-68
"atc_n02aa01","atc_a10ae04",0.220557483900148,0.0689950521106024,0.705059308113615,92,0.0108,0.0272871165644172
"atc_h02ab02","atc_n05ad01",1.12498573366494,0.776440009218153,1.62999444377429,205,0.534,0.663405731523379
"atc_n02aa01","atc_n05ad01",0.901133960777719,0.502756202902269,1.61518129578362,89,0.727,0.815811534968211
"atc_n02aa01","atc_b01ab05",0.227104032388245,0.112639919225689,0.457885995316287,123,3.42e-05,0.000162048322147651
"atc_a10ae04","atc_n02aa05",0.359587309669166,0.291702490499293,0.443270241038349,2993,9.57e-22,1.8693652173913e-20
"atc_h02ab02","atc_b01ab05",0.18556281682203,0.139841414761674,0.246232913515713,1157,1.81e-31,5.45428048780488e-30
"atc_n02aa05","atc_b01ab05",0.481985721811853,0.406504260557588,0.571482905767928,2809,4.52e-17,6.60882840236686e-16
"atc_a10ae04","atc_b01ab05",0.673900470399134,0.45861655834242,0.990243016182365,1311,0.0444,0.0909344384583506
"atc_r03bb04","atc_n02aa05",0.319282955274264,0.25858030511975,0.394235769353966,2895,2.64e-26,6.24252631578947e-25
"atc_r03bb04","atc_b01ab05",0.624451311189998,0.422121568332914,0.923760995172306,1201,0.0184,0.043425405921681
"atc_r03bb04","atc_n06ab10",0.603597355005058,0.469675217690238,0.775705749945245,8248,8e-05,0.000357145438121048
"atc_r03bb04","atc_n05ad01",0.806837502213003,0.513547548752107,1.26762703192563,993,0.352,0.484969054920546
"atc_n02aa01","atc_n06ab10",1.47266605623221,0.735614637983355,2.94820847927119,65,0.274,0.399206367924528
"atc_n02aa05","atc_n06ab10",0.428841820121647,0.358823705846246,0.512522733835343,4260,1.29e-20,2.40572830188679e-19
"atc_a10ae04","atc_n05ad01",0.880090198908113,0.571584022736167,1.35510918325939,1140,0.562,0.688328128872367
"atc_h02ab02","atc_n06ab10",0.761210657359144,0.465761256342422,1.24407442007401,222,0.276,0.401174117647059
"atc_n02aa05","atc_n05ad01",1.20512890637202,0.999523944712985,1.45302740235048,1369,0.0506,0.101364085934333
"atc_a10ae04","atc_n06ab10",0.469805810428048,0.362160501053753,0.609446637249919,10929,1.27e-08,9.82212832550861e-08
"atc_b01ab05","atc_n05ad01",1.95918860605981,1.31763289911105,2.91311790765412,323,0.000891,0.00315876757532281
"atc_b01ab05","atc_n06ab10",0.647432640764464,0.431708314234084,0.970954254311541,1406,0.0355,0.0758499783830523
"atc_h02ab02","atc_m04aa01",0.354656791255032,0.245089952716654,0.513205205636193,892,3.84e-08,2.84944144144144e-07
"atc_n05ad01","atc_n06ab10",0.857426243864868,0.600758695657535,1.22375218033849,2063,0.397,0.532566232356135
"atc_n02aa01","atc_m04aa01",0.222617882448486,0.0974341525683955,0.508638093311885,242,0.000366,0.00143439492466297
"atc_b01ab05","atc_m04aa01",0.595875798667414,0.441581893259768,0.804081808736332,3376,0.000709,0.00259738917716827
"atc_n02aa05","atc_m04aa01",0.364610455815661,0.311329573472609,0.427009817947156,6946,6e-36,2.118e-34
"atc_r03bb04","atc_m04aa01",0.708104470530822,0.60126070578721,0.833934325592181,21263,3.53e-05,0.000167100191570881
"atc_a10ae04","atc_m04aa01",0.675691556173303,0.581976067845407,0.784498030604891,31782,2.66e-07,1.75276266666667e-06
"atc_n05ad01","atc_m04aa01",0.574538878379563,0.358490799423748,0.920790500900589,1909,0.0213,0.049327366447985
"atc_n06ab10","atc_m04aa01",0.871952859969812,0.71556768421514,1.06251554783872,14814,0.174,0.279735849056604
"atc_n05ad01","atc_n06da03",0.399755442333594,0.29145621705327,0.548296465558392,4219,1.29e-08,9.94567862714509e-08
"atc_h02ab02","atc_n06da03",0.44721140025628,0.234177304397176,0.854045344120866,156,0.0148,0.0361193086419753
"atc_n02aa01","atc_n06da03",1.66051453683987,0.918930246120951,3.00056346898566,73,0.093,0.167678219627873
"atc_r03bb04","atc_n06da03",0.475641198579243,0.371432485332635,0.609086600444481,8094,3.88e-09,3.19050915141431e-08
"atc_b01ab05","atc_n06da03",0.489140022417949,0.335667869834483,0.712781838932064,1655,0.000197,0.000816072087175189
"atc_a10ae04","atc_n06da03",0.435659720708947,0.363833119435287,0.521666066417453,20264,1.58e-19,2.75913780918728e-18
"atc_n02aa05","atc_n06da03",0.326305460769486,0.269498100114709,0.395087214650739,3441,1.75e-30,5.08735294117647e-29
"atc_n06ab10","atc_n06da04",0.311919913627276,0.254876726759854,0.38172976306667,28366,1.23e-29,3.43427118644068e-28
"atc_n06ab10","atc_n06da03",0.36335491394657,0.314723085567808,0.419501458721793,47112,2.24e-43,9.30258823529412e-42
"atc_h02ab02","atc_n05ah04",0.304433397785168,0.159974997570028,0.579338616001241,190,0.000292,0.00116564135702746
"atc_n06da03","atc_n06da04",0.226332701551317,0.133502357862155,0.383712262553524,4033,3.46e-08,2.57519879518072e-07
"atc_m04aa01","atc_n06da04",0.770580791790453,0.622169422609362,0.954393988354557,12332,0.017,0.040724188075618
"atc_n02aa01","atc_n05ah04",0.462500769359402,0.209706406040205,1.02003064997942,84,0.056,0.109735130848533
"atc_r03bb04","atc_n05ah04",0.609159267525598,0.4758568582989,0.779803856434575,5498,8.36e-05,0.000371538848920863
"atc_a10ae04","atc_n05ah04",0.534969126284301,0.432461670540129,0.661774176934444,9865,8.22e-09,6.52058426966292e-08
"atc_n02aa05","atc_n05ah04",0.342758969795198,0.283183282225972,0.414868103976975,2905,4.21e-28,1.08363645833333e-26
"atc_a10ae04","atc_n06da04",0.37597475796497,0.283297543165654,0.498970153596288,9967,1.25e-11,1.30052631578947e-10
"atc_n02aa05","atc_n06da04",0.579121229724988,0.457006002744111,0.733866506576219,1513,6.16e-06,3.35272246696035e-05
"atc_n02aa01","atc_n06da04",3.09261652460145,0.941627829568505,10.1571732141994,13,0.0628,0.120855763239875
"atc_h02ab02","atc_n06da04",0.403292523361986,0.176398329803683,0.922031742481286,117,0.0314,0.0685418727915194
"atc_b01ab05","atc_n05ah04",0.582430255815375,0.390998721031412,0.867585965484297,1063,0.00785,0.0208014477211796
"atc_r03bb04","atc_n06da04",0.596282190024112,0.446750445897952,0.795863671552255,5440,0.000448,0.00172029215229215
"atc_n05ad01","atc_n06da04",0.558956140905242,0.370004982403509,0.844399352209149,1984,0.00572,0.0159617391304348
"atc_m04aa01","atc_n06da03",0.952373583300294,0.815342238830458,1.1124352437196,17534,0.538,0.667201003764116
"atc_b01ab05","atc_n06da04",0.623197082076397,0.387643763045517,1.00188533940873,924,0.0509,0.101882462535439
"atc_n05ad01","atc_n05ah04",0.44051961766967,0.342209156364366,0.567072884938268,5587,1.98e-10,1.82900186915888e-09
"atc_m04aa01","atc_n05ah04",0.746060487901767,0.621604865297303,0.895434194103368,13181,0.00165,0.00545073529411765
"atc_h02ab02","atc_a04aa01",0.0275420725187827,0.0159155201180424,0.0476620150019446,385,1.01e-37,3.72494029850746e-36
"atc_n06ab10","atc_n05ah04",0.241976149541744,0.197804458911805,0.296011815250106,26353,2.64e-43,1.08724e-41
"atc_n06da04","atc_n05ah04",0.352432698136637,0.297420581358859,0.417620079109465,25018,2.08e-33,6.63184516129032e-32
"atc_a10ae04","atc_a04aa01",0.224318880940519,0.0817163059185228,0.615776249070518,125,0.00372,0.0110151228280407
"atc_n06da03","atc_n05ah04",0.296770581185172,0.263271690896009,0.334531895766086,57113,6.19e-88,6.65021304347826e-86
"atc_n02aa01","atc_a04aa01",0.152747338535505,0.0563782107056692,0.413843382711933,27,0.00022,0.000898545454545455
"atc_b01ab05","atc_a04aa01",0.27395808274414,0.167404982142395,0.448332123335521,250,2.58e-07,1.70231775700935e-06
"atc_r03bb04","atc_a04aa01",0.277642055354604,0.100530982887954,0.766779640336791,91,0.0134,0.033127963981991
"atc_n05ad01","atc_a04aa01",0.792764555826961,0.436967676038027,1.438265746963,95,0.445,0.578429773803261
"atc_n06da03","atc_a04aa01",0.000154543077501489,1.67171399738376e-15,14286871.343429,86,0.496,0.628198872373142
"atc_m04aa01","atc_a04aa01",0.21767189286836,0.101040089062104,0.468933206459983,297,9.86e-05,0.000431986879432624
"atc_n06ab10","atc_a04aa01",0.355334878988827,0.154235489793912,0.818636984229215,141,0.0151,0.0367245078740157
"atc_n06da04","atc_a04aa01",0.000180106984474477,2.02682942767404e-21,16004566251890.1,36,0.665,0.771100422336931
"atc_n05ah04","atc_a04aa01",0.0780849529768304,0.0191373407114661,0.31860538897866,131,0.000379,0.00147830939226519
"atc_n02aa05","atc_a02bc05",0.396730555103201,0.352241008316938,0.446839322044165,11952,2.1e-52,1.14046153846154e-50
"atc_n02aa05","atc_a04aa01",0.17158322524084,0.124590493431694,0.236300558518853,816,3.63e-27,8.88092079207921e-26
"atc_n06da03","atc_a02bc05",0.626829297541366,0.543122890476042,0.723436583407148,28459,1.69e-10,1.57882419659735e-09
"atc_n06da04","atc_a02bc05",0.604763507826916,0.491740793353699,0.743763595256673,15098,1.89e-06,1.12399277978339e-05
"atc_n05ah04","atc_a02bc05",0.556539490518564,0.474701139730416,0.652486751311705,21605,5.15e-13,5.98854117647059e-12
"atc_n02aa01","atc_j01ea01",0.355415292196607,0.171991804985039,0.734453772016565,202,0.00522,0.0147328612221588
"atc_n02aa01","atc_a02bc05",0.445654900808793,0.266001087610798,0.746644656225955,331,0.00214,0.00686745454545455
"atc_h02ab02","atc_a02bc05",0.555441712608132,0.436038939597879,0.707541157653423,1471,1.92e-06,1.13909243697479e-05
"atc_h02ab02","atc_j01ea01",0.448546952808594,0.280606006810156,0.716999508175151,425,0.000808,0.00289988090050835
"atc_a10ae04","atc_a02bc05",0.603923105474369,0.501991146805971,0.726552887728074,19056,8.95e-08,6.28279829545455e-07
"atc_r03bb04","atc_j01ea01",0.546734619034457,0.420398195189814,0.711037171593441,9060,6.68e-06,3.58442562432139e-05
"atc_b01ab05","atc_a02bc05",0.570971903263836,0.453327223543989,0.719147003279614,5863,1.93e-06,1.14365227817746e-05
"atc_n05ad01","atc_a02bc05",1.11762948266413,0.84983092062889,1.46981667788192,3044,0.426,0.559918085106383
"atc_a04aa01","atc_a02bc05",0.490197941465785,0.316035922492335,0.760337685419672,469,0.00146,0.00488842818428184
"atc_r03bb04","atc_a02bc05",0.613636159957159,0.52089472953522,0.722889511942178,21940,5.17e-09,4.18854754098361e-08
"atc_a10ae04","atc_j01ea01",0.537975392769339,0.438313983074037,0.660297262696359,18016,3.02e-09,2.52535363790186e-08
"atc_m04aa01","atc_a02bc05",0.947845947239908,0.840515936852608,1.06888150516611,44818,0.382,0.51608638600328
"atc_n06ab10","atc_a02bc05",0.552605787963862,0.468911819454039,0.65123791771065,31494,1.46e-12,1.65110297482838e-11
"atc_a04aa01","atc_j01ea01",0.401859121147444,0.201947353188237,0.799667590091512,211,0.00941,0.0242083394065591
"atc_b01ab05","atc_j01ea01",0.758713666345764,0.561579420861966,1.02504900663253,2594,0.0721,0.135379255319149
"atc_n02aa05","atc_j01ea01",0.393269902618025,0.333612454330259,0.46359545124201,5873,1.02e-28,2.68129787234043e-27
"atc_n06ab10","atc_j01ea01",0.596676762975442,0.493435346541904,0.721519368180521,22497,9.97e-08,6.94946967559944e-07
"atc_n06da03","atc_j01ea01",0.629487590554413,0.540146825201983,0.733605397965311,26353,3.09e-09,2.575173693086e-08
"atc_n06da04","atc_j01ea01",0.615621520631616,0.501194127849365,0.756173776997422,16175,3.77e-06,2.13417411225659e-05
"atc_n05ad01","atc_j01ea01",0.566964067296071,0.407138648368947,0.789530188039553,3956,0.000783,0.00281629257641921
"atc_m04aa01","atc_j01ea01",0.687466831462621,0.588395871496578,0.803218831497195,34730,2.36e-06,1.37699173553719e-05
"atc_n05ah04","atc_j01ea01",0.60327716156872,0.51469428248421,0.707105841381824,21859,4.45e-10,4.00581056466302e-09
"atc_n02aa01","atc_n02ae01",0.746232642370009,0.433519721743013,1.28451631750361,79,0.291,0.417815804764672
"atc_h02ab02","atc_n02ae01",0.283024485977697,0.164370432350818,0.487331319369989,140,5.3e-06,2.92002229654404e-05
"atc_a10ae04","atc_n02ae01",0.341217422193823,0.278909469645274,0.417444876850816,7428,1.44e-25,3.26444036697248e-24
"atc_h02ab02","atc_n02aa59",0.430643592937922,0.321461303158452,0.576908953943581,1056,1.63e-08,1.23739784946237e-07
"atc_m04aa01","atc_n02ae01",0.443139679621112,0.37763212606967,0.520010777945499,12498,2.02e-23,4.28448068669528e-22
"atc_r03bb04","atc_n02ae01",0.444792578687631,0.351571583185583,0.562731595833098,3619,1.47e-11,1.51982008368201e-10
"atc_n05ad01","atc_n02ae01",0.674407175198847,0.506290900552402,0.898347249503083,1265,0.00709,0.0190635364526659
"atc_n05ah04","atc_n02ae01",0.397056978303934,0.342694485282358,0.460043131099569,10377,9.6e-35,3.24953424657534e-33
"atc_a02bc05","atc_n02ae01",0.408723780698075,0.353345624490431,0.472781088343864,15340,2.07e-33,6.63184516129032e-32
"atc_a10ae04","atc_n02aa59",0.428459506989256,0.342148013753017,0.536544249127201,15274,1.53e-13,1.83081355932203e-12
"atc_r03bb04","atc_n02aa59",0.619502887808136,0.507399073099541,0.756374712429422,12553,2.58e-06,1.49652112676056e-05
"atc_a02bc05","atc_j01ea01",0.646945441748715,0.561965739289759,0.744775660395971,42313,1.35e-09,1.16029565217391e-08
"atc_b01ab05","atc_n02aa59",0.361609753014455,0.272700349008221,0.479506586444572,4993,1.61e-12,1.8165799086758e-11
"atc_n06ab10","atc_n02aa59",0.516827529804495,0.407797514641162,0.655008149813904,13249,4.76e-08,3.46960471976401e-07
"atc_n05ad01","atc_n02aa59",1.34820009952141,0.874694557963291,2.07803225914869,823,0.176,0.2824
"atc_m04aa01","atc_n02aa59",0.785558358102857,0.683287274645047,0.903136875051315,34586,0.000695,0.00255938152011922
"atc_n02aa05","atc_n02aa59",0.427324086191965,0.365753319262926,0.499259651307579,5476,9.08e-27,2.21051034482759e-25
"atc_n06da03","atc_n02aa59",0.478119655426367,0.383593654892435,0.595938962987097,12671,5.18e-11,5.07927777777778e-10
"atc_b01ab05","atc_n02ae01",0.517862269095522,0.398472843936354,0.673022851704289,1407,8.59e-07,5.3465717884131e-06
"atc_n06da04","atc_n02ae01",0.382012790709453,0.310023068668811,0.470719075494092,6325,1.68e-19,2.91317894736842e-18
"atc_n02aa05","atc_n02ae01",0.220052090394477,0.191580948146592,0.25275437331027,4398,9.62e-102,1.21902666666667e-99
"atc_n05ah04","atc_n02aa59",0.486268034697766,0.382192660511333,0.618684307679991,8784,4.42e-09,3.60456105610561e-08
"atc_n06da03","atc_n02ae01",0.316487832582278,0.274038067639497,0.36551326257488,14939,2.98e-55,1.77435662650602e-53
"atc_n06da04","atc_n02aa59",0.500596885752867,0.370974788288826,0.675510169252699,7293,6.02e-06,3.28738563535912e-05
"atc_a02bc05","atc_n02aa59",0.480569196808026,0.411725076376257,0.560924670786045,37847,1.56e-20,2.89831578947368e-19
"atc_a04aa01","atc_n02aa59",0.516306213847633,0.297970086227286,0.894627074257181,240,0.0184,0.043425405921681
"atc_j01ea01","atc_n02ae01",0.478120299656881,0.408513060527253,0.559588035322399,12038,3.86e-20,7.01327941176471e-19
"atc_a04aa01","atc_n02ae01",0.303997897351607,0.175790821653011,0.525708456933056,140,2.04e-05,0.000100917717717718
"atc_n06ab10","atc_n02ae01",0.335413033509508,0.27729635134821,0.405710001235384,9906,2.26e-29,6.13676923076923e-28
"atc_n02aa01","atc_n02aa59",0.658773459565479,0.337925368364733,1.28425537605528,123,0.22,0.336294463346737
"atc_j01ea01","atc_n02aa59",0.570193050832981,0.469905025769436,0.691884737103761,20857,1.26e-08,9.76006269592476e-08
"atc_n02aa01","atc_c03da01",0.444859855137226,0.213163322258841,0.928397477650523,120,0.0309,0.0676596366858662
"atc_n06dx01","atc_a12ba01",0.675921472795139,0.591348537171508,0.772589781942834,22992,9.3e-09,7.32643630573248e-08
"atc_n02aa01","atc_a12ba01",0.161113700411883,0.0748631228053402,0.346734460007835,330,3.03e-06,1.74119302325581e-05
"atc_n06dx01","atc_c03da01",0.631398576983702,0.547201260578959,0.728551251134259,16148,3.04e-10,2.77702033271719e-09
"atc_n06dx01","atc_n06ax11",0.393796356865158,0.358516599822531,0.432547811613282,85151,2.38e-84,2.4004e-82
"atc_n02aa01","atc_n06dx01",0.827167429070666,0.46672791938631,1.46596320317632,102,0.516,0.648378337147216
"atc_a12ba01","atc_n06ax11",0.745921793006492,0.644716802010541,0.863013527097317,28587,8.14e-05,0.000362087128712871
"atc_n06dx01","atc_n02ab03",0.316840554432244,0.282350905951983,0.355543172756825,8912,4.42e-85,4.55075833333333e-83
"atc_n02aa01","atc_n06ax11",0.340288992705898,0.197556548703397,0.58614406516408,340,0.000102,0.000444518518518519
"atc_n06ax11","atc_c03da01",0.776174263895284,0.669863608660531,0.899356943927804,20959,0.000748,0.00271410866372981
"atc_a12ba01","atc_c03da01",0.545399174823557,0.478391748726353,0.621792204171917,42048,1.26e-19,2.23989928057554e-18
"atc_n06ax11","atc_g03ca03",1.65601539503644,1.41235323266076,1.94171466824293,80926,5.24e-10,4.68283544303797e-09
"atc_a12ba01","atc_g03ca03",1.93874035251912,1.61781628344719,2.32332570326033,55131,7.48e-13,8.59678139534884e-12
"atc_n06dx01","atc_g03ca03",2.35805179040629,2.03430724175913,2.73331782539891,42852,4.97e-30,1.41159425287356e-28
"atc_n02aa01","atc_n02ab03",0.414171755694655,0.274885181102467,0.624035979412254,149,2.5e-05,0.000121365422396857
"atc_c03da01","atc_g03ca03",1.68221908763144,1.38714726669659,2.040058129899,42127,1.25e-07,8.56796116504854e-07
"atc_n02aa01","atc_g03ca03",1.73485304000678,0.842270975582116,3.57333347304371,278,0.135,0.227083049693669
"atc_a12ba01","atc_n02ab03",0.308427048889369,0.261515614539973,0.36375359327565,6786,2.27e-44,9.58832478632479e-43
"atc_c03da01","atc_n02ab03",0.347786243436062,0.298515637211024,0.405189062299819,5815,7.87e-42,3.13657580645161e-40
"atc_n06ax11","atc_n02ab03",0.296352542314939,0.260737097165367,0.33683288757651,11863,2.32e-77,2.01148070175439e-75
"atc_n06dx01","atc_h02ab06",0.659764817826933,0.59018139880777,0.737552243634817,27287,2.61e-13,3.09319424460432e-12
"atc_a12ba01","atc_h02ab06",0.830419023605074,0.7376525518065,0.93485171721618,36399,0.00211,0.006802100456621
"atc_n06ax11","atc_h02ab06",0.923584996941067,0.820547068465854,1.03956162827986,29902,0.188,0.29816944801027
"atc_c03da01","atc_h02ab06",0.822559136818406,0.730482228036275,0.926242292550123,28398,0.00126,0.00429146795313577
"atc_g03ca03","atc_n02ab03",1.01358308087376,0.819167335394633,1.25414017068762,8657,0.901,0.938011796924373
"atc_n02aa01","atc_h02ab06",1.36712452298618,0.936489282793089,1.99578307588935,271,0.105,0.184468538926413
"atc_n02aa01","atc_c07ab07",0.757660705304149,0.538827233352991,1.06536883963679,895,0.111,0.19268071654373
"atc_n06ax11","atc_c07ab07",0.923469853146815,0.859434392434524,0.992276521835808,223648,0.0299,0.0660848837209302
"atc_g03ca03","atc_h02ab06",1.46311863583584,1.24872533503252,1.71432106202473,76131,2.51e-06,1.46106242638398e-05
"atc_n06dx01","atc_c07ab07",0.813877122718229,0.766577247028753,0.86409552781738,205565,1.57e-11,1.61982045929019e-10
"atc_n02ab03","atc_h02ab06",0.411921652563478,0.367330334379815,0.461926043045441,9958,5.38e-52,2.88999565217391e-50
"atc_a12ba01","atc_c07ab07",1.08432171379049,1.00420110633137,1.17083477760038,213430,0.0387,0.0814199233716475
"atc_n02ab03","atc_c07ab07",0.537728069422829,0.495746458206779,0.583264836003317,30969,1.37e-50,7.05264583333333e-49
"atc_c03da01","atc_c07ab07",0.76309953917029,0.70748904287133,0.823081166485026,210453,2.5e-12,2.76398210290828e-11
"atc_n06dx01","atc_b01aa03",0.728959287017384,0.68075099064485,0.78058151869237,135611,1.35e-19,2.38275e-18
"atc_h02ab06","atc_c07ab07",1.04461225327858,0.979918341476748,1.11357723752295,237323,0.181,0.288735313105229
"atc_n02aa01","atc_b01aa03",0.400883067650516,0.246149962063071,0.652883439761449,505,0.000239,0.000969735632183908
"atc_g03ca03","atc_c07ab07",1.64713851646997,1.48837485311978,1.82283736301513,490139,4.9e-22,9.80396761133603e-21
"atc_a12ba01","atc_b01aa03",0.80037549972538,0.738492114978409,0.867444523194917,191533,5.84e-08,4.22566325036603e-07
"atc_c03da01","atc_b01aa03",0.676878952408316,0.626843201689175,0.730908646657964,204505,2.28e-23,4.77447457627119e-22
"atc_g03ca03","atc_b01aa03",1.97164823852513,1.75317728537525,2.21734379569445,220518,9.35e-30,2.6254375e-28
"atc_n06ax11","atc_b01aa03",0.835925801818812,0.768776579984422,0.908940210120062,127935,2.73e-05,0.000131625951219512
"atc_n02ab03","atc_b01aa03",0.39566264205784,0.357255803783618,0.438198413188016,19342,7.43e-71,5.92242903225806e-69
"atc_h02ab06","atc_c01aa05",0.863518040189708,0.782883723692075,0.952457412470564,66570,0.00335,0.0100703771289538
"atc_c07ab07","atc_b01aa03",0.723598668606031,0.693730556123057,0.754752733012877,1641154,3.88e-51,2.03988936170213e-49
"atc_h02ab06","atc_b01aa03",0.869077834781278,0.806672591734524,0.936310828763949,137368,0.000223,0.000910046242774567
"atc_c07ab07","atc_c01aa05",0.977217427758187,0.925656009610362,1.03165094938053,693536,0.405,0.540072854830005
"atc_b01aa03","atc_c01aa05",0.451054139797826,0.426814735690928,0.476670133469999,1084353,1.42e-175,4.67842666666667e-173
"atc_n02aa01","atc_c01aa05",0.51282820543951,0.292589034558042,0.89884697385041,301,0.0197,0.0460101134215501
"atc_n06ax11","atc_c01aa05",1.00350850518792,0.900131832646396,1.11875759023412,55010,0.95,0.966028806584362
"atc_c03da01","atc_a03fa01",0.595418197729924,0.477148252719008,0.743003517602167,3796,4.45e-06,2.4849604519774e-05
"atc_n02aa01","atc_a03fa01",0.319487082210268,0.21550349201757,0.473644277146603,345,1.35e-08,1.03920560747664e-07
"atc_n06dx01","atc_a03fa01",0.837483897268319,0.687345011926095,1.02041808118795,2636,0.0785,0.145625750750751
"atc_a12ba01","atc_a03fa01",0.714001722998965,0.582674976223972,0.874927671940268,4972,0.00116,0.00398105555555556
"atc_c03da01","atc_c01aa05",0.631278930752323,0.576051891011763,0.691800677386646,117247,6.98e-23,1.43729833333333e-21
"atc_n06dx01","atc_c01aa05",0.889875275734842,0.810355429921306,0.977198371387554,51306,0.0146,0.0357017318159327
"atc_n06ax11","atc_a03fa01",0.350325652251761,0.288006771022755,0.426129087832888,9634,9.09e-26,2.07975833333333e-24
"atc_n02ab03","atc_c01aa05",0.579165649045841,0.508914321822307,0.659114579117328,8309,1.25e-16,1.78025936599424e-15
"atc_a12ba01","atc_c01aa05",0.693599720000973,0.628701294726983,0.765197361004862,112722,2.89e-13,3.40868257756563e-12
"atc_g03ca03","atc_c01aa05",2.27102804031319,1.95166050846665,2.64265651608686,95684,2.74e-26,6.44813333333333e-25
"atc_g03ca03","atc_a03fa01",1.32747036373999,1.06096188452762,1.66092448023481,15003,0.0132,0.0326989473684211
"atc_c07ab07","atc_a03fa01",0.836796439092282,0.750018702067469,0.933614426610036,29481,0.00142,0.00477390476190476
"atc_b01aa03","atc_a03fa01",0.604664118121405,0.521524278908805,0.701057861598557,15023,2.63e-11,2.66341393442623e-10
"atc_h02ab06","atc_a03fa01",0.877792491346421,0.753203584707369,1.02298989743061,6454,0.0951,0.170469423286181
"atc_c01aa05","atc_a03fa01",0.589874483347001,0.485432329333392,0.716787665505733,8181,1.1e-07,7.62440392706872e-07
"atc_n02ab03","atc_a03fa01",0.509748680068603,0.453505541478934,0.57296701598023,5627,1.36e-29,3.71332596685083e-28
"atc_n02aa01","atc_a02bc02",0.359678625075284,0.245927435226698,0.526044250478983,636,1.35e-07,9.1896694214876e-07
"atc_a12ba01","atc_a02bc02",0.632265989088307,0.568285829415787,0.703449321213552,55194,3.69e-17,5.49276506024096e-16
"atc_n06dx01","atc_a02bc02",0.441731849407361,0.407715426745701,0.47858632266704,81636,7.58e-89,8.32452444444444e-87
"atc_n06ax11","atc_a02bc02",0.561881824219622,0.514871730667016,0.613184149728644,96887,3e-38,1.12318181818182e-36
"atc_n02ab03","atc_a02bc02",0.274467844623623,0.250407682312191,0.300839802663951,22437,6.18e-168,1.69675333333333e-165
"atc_c01aa05","atc_a02bc02",0.852272851886969,0.786710003196264,0.92329957813227,102138,9.08e-05,0.000401731065353626
"atc_h02ab06","atc_a02bc02",0.641939565438072,0.596597383410715,0.69072781264803,124315,1.91e-32,5.93661635220126e-31
"atc_a03fa01","atc_a02bc02",0.548679954283557,0.488620682199867,0.616121468451194,19912,3.38e-24,7.32629824561403e-23
"atc_n06dx01","atc_a06ad11",0.375218292514745,0.344684302830938,0.408457147254353,75028,1.95e-113,3.2123e-111
"atc_n02aa01","atc_a06ad11",0.300828436157283,0.208514655408891,0.434011450290498,720,1.33e-10,1.2472220113852e-09
"atc_c03da01","atc_a06ad11",0.538617744648486,0.471711838276288,0.615013343549587,24930,6.07e-20,1.09481532846715e-18
"atc_c07ab07","atc_a06ad11",0.771202335767002,0.721664706369581,0.824140404045051,181296,1.72e-14,2.23103412073491e-13
"atc_c03da01","atc_a02bc02",0.656469382428917,0.594671733907206,0.724688976277877,51744,7.2e-17,1.04654117647059e-15
"atc_b01aa03","atc_a06ad11",0.575990764057164,0.531492751657777,0.62421427055091,118345,3.17e-41,1.23355433070866e-39
"atc_a03fa01","atc_a06ad11",0.719738265091731,0.634002750967081,0.817067701121302,10786,3.74e-07,2.42878843626807e-06
"atc_a02bc02","atc_a06ad11",0.474934862269607,0.437542165175196,0.515523168627035,82726,7.6e-71,5.96177777777778e-69
"atc_n06ax11","atc_a06ad11",0.422240051377636,0.379736207988734,0.469501346557603,63720,4.09e-57,2.55857974683544e-55
"atc_g03ca03","atc_a02bc02",1.18919438838854,1.04809639706832,1.34928742941058,153754,0.00717,0.0192472243346008
"atc_n02aa01","atc_a12ax",0.41709666533167,0.283401705998389,0.613862318216915,734,9.21e-06,4.80631678986272e-05
"atc_b01aa03","atc_a02bc02",0.674794634529744,0.634064257694878,0.718141408010498,232647,3.23e-35,1.12413098591549e-33
"atc_c07ab07","atc_a02bc02",0.820376586655577,0.779050630784192,0.863894742316294,437420,6.01e-14,7.48146599496222e-13
"atc_h02ab06","atc_a06ad11",0.771151300200973,0.6943122277274,0.856494101721526,31182,1.22e-06,7.43432799013563e-06
"atc_c01aa05","atc_a06ad11",0.634251844809022,0.57121638180644,0.70424346264628,58428,1.53e-17,2.31940490797546e-16
"atc_a12ba01","atc_a06ad11",0.514274493156419,0.448987682196344,0.589054588352013,31464,7.96e-22,1.5735328e-20
"atc_n02ab03","atc_a06ad11",0.278722929109875,0.252900513108246,0.3071819438276,17878,2.85e-146,6.40213636363636e-144
