"VARIABLE1_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"N05AN01",0.793018522571861,0.505670095685204,1.24365348575715,20628,0.312,0.592625698324022
"G03DB02",0.00110407992294425,6.61519542887187e-28,1.84271574340543e+21,354,0.811,0.978388059701493
"R01AC02",0.644443366158537,0.0907966649949331,4.57403641652392,1336,0.66,0.978388059701493
"L01DB03",0.0221772587348688,1.22830258897674e-28,4.00415019399286e+24,15,0.902,0.978388059701493
"J01XX08",7.96707861660809,2.55597923159931,24.8336687945219,327,0.000346,0.00135218390804598
"L04AX02",1.5120617912985,0.212619763084249,10.753143675543,570,0.68,0.978388059701493
"A07EC03",0.64979782256715,0.0915466803245459,4.61226129354029,1325,0.666,0.978388059701493
"L02BB01",1.23750943137785,0.464097509234902,3.29980136129969,2785,0.67,0.978388059701493
"M03BX01",0.806589601229705,0.335597194418315,1.93859423032289,5338,0.631,0.978388059701493
"L02AE01",1.49492062135688,0.712145283846864,3.13810638762665,4036,0.288,0.561146131805158
"N05AB02",0.00040613235250022,2.95890094144336e-20,5574484952744.1,2168,0.68,0.978388059701493
"A10BX07",0.00110407439626825,5.59157950401096e-25,2180028508260839424,458,0.786,0.978388059701493
"G04BE03",0.527138686124907,0.132017173434962,2.10484126556753,3266,0.365,0.654881266490765
"B03XA03",1.11589468601095,0.156987319325983,7.93198428773598,772,0.913,0.978388059701493
"L01CB01",0.00300123075575799,4.66810864867631e-22,19295579274620716,216,0.793,0.978388059701493
"N02CC04",0.000149405552927504,1.63014116720891e-29,1.36933044171827e+21,2463,0.764,0.978388059701493
"G03FA17",0.000149400587900708,1.30462332923977e-26,1710879697213750784,3154,0.734,0.978388059701493
"R03DA05",0.863948460126581,0.449349205504339,1.66108436959923,8971,0.661,0.978388059701493
"A10BX03",1.21348006790859,0.170694586207645,8.62671692129791,710,0.847,0.978388059701493
"J05AH02",0.00300123955965236,1.88158449451837e-25,47871562083253739520,155,0.824,0.978388059701493
"A10BH03",0.00110406967017632,3.60445947422426e-23,33818380961700468,547,0.766,0.978388059701493
"C09BB02",0.519811998921232,0.130198981551806,2.0753197221821,3312,0.354,0.640212765957447
"M01CB03",1.92009561386737,1.26345898363381,2.91799513411134,9884,0.00225,0.00796875
"G04BD01",0.461050101279174,0.0652153964309998,3.25946337096087,1867,0.438,0.746466165413534
"H05AA02",2.82120000679567,1.17247092383801,6.788372586921,1530,0.0206,0.0596085106382979
"G03DC02",0.988339379709598,0.370715651583279,2.63494331926074,3486,0.981,0.983893805309734
"R03BB02",1.05890829535278,0.475452737541244,2.35835591938233,4881,0.889,0.978388059701493
"N02AA01",1.84440790983825,0.691456913885337,4.91981563790977,1870,0.221,0.458170731707317
"L04AB04",2.63817190314146,1.18365762651864,5.88003729676084,1963,0.0177,0.0525589519650655
"N06AX12",1.07678804149057,0.151493778421455,7.65359804461052,800,0.941,0.978388059701493
"G03CA57",0.00110405661310423,7.22917282886913e-20,16861417395797.2,793,0.72,0.978388059701493
"N06AX17",0.717833337950229,0.179482785343697,2.87094219139754,2399,0.639,0.978388059701493
"L02AB02",0.747785469764566,0.186952343534223,2.99104626462545,2303,0.681,0.978388059701493
"C01BA01",1.47090213930349,1.00096107362133,2.16147576606567,15239,0.0494,0.130201550387597
"A10BD05",0.546392009368232,0.1367979018492,2.18237431909267,3151,0.392,0.692363636363636
"L04AA06",1.09740273394232,0.411590853536384,2.92594636182223,3140,0.853,0.978388059701493
"C09BB05",0.607112171937271,0.344799367587018,1.06898452828911,17012,0.0838,0.204243727598566
"B01AE05",0.00300122152025483,9.07617741035263e-20,99241456027144.6,280,0.765,0.978388059701493
"B01AB10",5.81378058060355,1.86779533588251,18.0962249932126,447,0.00238,0.00838549222797928
"A06AD12",1.07076019324024,0.267555861037355,4.28518884610716,1609,0.923,0.978388059701493
"M03AX01",0.00300122526787729,1.35836923571601e-20,663100493717911,254,0.776,0.978388059701493
"C10AB02",0.550902749409397,0.312954798885565,0.969768926335616,18745,0.0388,0.105115537848606
"L02BA03",0.000406157410984781,2.24341917931922e-29,7.35323313710457e+21,885,0.792,0.978388059701493
"G03DC03",0.000149404194594817,1.31264795796418e-28,1.70050265397473e+20,2652,0.755,0.978388059701493
"C01BD07",10.2407767331037,6.25461240288248,16.7673872243379,1361,2.3e-20,2.20281690140845e-19
"C01BA03",1.85026356282963,1.38937314742574,2.46404305299702,21921,2.56e-05,0.000114526315789474
"L04AD01",0.738263314582256,0.419161643649168,1.30029245260371,13994,0.293,0.566022727272727
"H02AB01",5.23044793494835,1.30255768081237,21.0029743812521,331,0.0197,0.0574935622317597
"C01BB02",2.56771345847519,1.45679537571862,4.52579168957225,4034,0.00111,0.00405806451612903
"M05BA02",0.64435508590283,0.307180818382433,1.35162566111774,9352,0.245,0.497313432835821
"M01CC01",0.9331329313404,0.131313183692858,6.63099502323075,923,0.945,0.978388059701493
"N04BC01",0.909458321031828,0.127987621175939,6.46245652583098,947,0.924,0.978388059701493
"N05AA01",0.455097971772363,0.227925977975712,0.908690469382951,15126,0.0257,0.0710406504065041
"J01CF05",4.52830969291957,0.634570578340341,32.3141182004053,191,0.132,0.295263157894737
"L02AA02",0.000406153484311002,6.42378903905853e-27,25679649785345839104,1086,0.771,0.978388059701493
"A14AB01",0.541746403902474,0.135644013141182,2.16367209539718,3178,0.386,0.68532637075718
"J01CF01",3.4075303185902,0.849833371258136,13.6629876688904,507,0.0836,0.204243727598566
"L02BG06",0.292695847844519,0.0422188710326905,2.02920772748959,2941,0.214,0.44638036809816
"G02CB01",0.535765774989927,0.172965645863178,1.65954900592005,4820,0.279,0.548323699421965
"G03FB08",0.374117349388847,0.0942386808560998,1.48520533014949,4601,0.162,0.349714285714286
"R03BA08",2.40120956097096,1.46981474160639,3.92281230585345,5751,0.000469,0.00179168539325843
"L03AB04",1.1818084951547,0.166246068307703,8.40122917454343,729,0.867,0.978388059701493
"A11CC02",1.21054487845188,0.835437089316676,1.75407450960154,19932,0.313,0.592677595628415
"G03FA14",0.185454059283386,0.0464776968765204,0.739993812431364,9277,0.017,0.0507017543859649
"L02BG04",1.25643419431473,0.883182724464439,1.78742953288697,21264,0.204,0.429473684210526
"G03FB05",0.386018729044162,0.214330988356103,0.695235254200829,24511,0.00152,0.00549787234042553
"C01BC03",4.01751645742424,3.00637489520303,5.36873778164803,9911,5.4e-21,5.32173913043478e-20
"G03FB06",0.172776538934356,0.0824891817341402,0.36188663505411,34816,3.25e-06,1.58992805755396e-05
"N06AG02",1.59297146209079,1.06711263746496,2.37796647696339,12991,0.0227,0.0640497925311203
"C05AA01",2.04363249716108,0.287192674597714,14.5422712793876,422,0.475,0.789731051344743
"J02AB02",1.36782302168339,0.192369696455593,9.72575126498144,630,0.754,0.978388059701493
"G03BB01",1.34959928819427,0.337147131808934,5.40244322685417,1277,0.672,0.978388059701493
"L01BB05",0.00300122183079011,7.91748474495413e-20,113765075245034,278,0.766,0.978388059701493
"J01XX01",0.00300123884678139,4.20916048417945e-25,21399598920699281408,160,0.821,0.978388059701493
"L02BA02",0.00110405549368321,1.17276943844576e-19,10393675799972.3,814,0.717,0.978388059701493
"L01AA02",1.99719400024113,0.896339441388087,4.45008184446516,2591,0.0906,0.217696113074205
"N02CC03",0.000149396025209612,1.11841771904071e-24,19956025345856080,3789,0.709,0.978388059701493
"A03BA03",0.000406148076618777,1.80355114289226e-24,91461925430404112,1363,0.744,0.978388059701493
"G01AF05",1.5757584476418,0.221560307262431,11.2069472912106,547,0.65,0.978388059701493
"C01CA24",0.942845807392546,0.23562729581668,3.77273020698468,1827,0.934,0.978388059701493
"M05BA08",2.25528369539424,0.562985976379418,9.03451375364856,765,0.251,0.50646884272997
"L01XX35",1.20329666981323,0.169264273188468,8.55421435550911,716,0.853,0.978388059701493
"N05AB01",0.274788480212875,0.0398350092245413,1.89553637184005,3133,0.19,0.402492211838006
"C09DX01",1.78525317096457,0.928151784819468,3.43384448165337,4347,0.0825,0.202527075812274
"N03AX11",0.706714363423862,0.227886068654567,2.19164424757645,3655,0.548,0.887238095238095
"M04AA03",0.00815832648324827,3.80134108466753e-23,1750916045806265600,68,0.84,0.978388059701493
"N05AX12",0.856058855946617,0.213966558849983,3.42500607937728,2012,0.826,0.978388059701493
"L02BX02",0.00110406723301715,2.12755359019862e-22,5729418335865947,593,0.757,0.978388059701493
"L01CA04",0.00110407359590395,1.22439189945901e-24,995578707855612544,473,0.782,0.978388059701493
"R03DX07",0.00300124086815542,3.98496908671328e-26,2.2603554890097e+20,146,0.829,0.978388059701493
"A07EA06",1.91397042933643,1.02897970446639,3.56011181607704,4506,0.0403,0.108746031746032
"N05AF05",0.263567121726572,0.0989256621974123,0.702220496807015,13055,0.00765,0.024654028436019
"G03CX01",0.454153168550581,0.293240903744088,0.703364018699561,37871,0.000405,0.00155593220338983
"N07BB01",1.40858891369874,0.632347667577696,3.13770862063189,3671,0.402,0.704473007712082
"N05AF01",0.63471333250164,0.368530142616733,1.093156211307,17629,0.101,0.236013745704467
"L01XE04",0.00110407652183424,5.64792449020067e-26,21582883556261732352,418,0.795,0.978388059701493
"C04AX01",0.461913309106468,0.149324119277308,1.42886431316197,5590,0.18,0.3825
"C09BB04",0.6695700288847,0.278672211734167,1.60878625389577,6429,0.37,0.660367454068241
"N05BE01",1.30571744205897,0.772891385379407,2.20587015297122,9240,0.319,0.592677595628415
"H04AA01",1.3401248318063,0.188480379159333,9.52849613755107,643,0.77,0.978388059701493
"C07FB03",0.511538075627619,0.230018294165017,1.13761039645431,10095,0.1,0.23448275862069
"L03AA02",0.453994539392922,0.0642379889591155,3.20855377228218,1896,0.429,0.736666666666667
"C02AC01",0.63383725569847,0.302178101505463,1.32951284262439,9507,0.228,0.471246200607903
"A12AA08",1.5792163199939,1.13325119726919,2.20068082993843,19113,0.00696,0.0227538461538462
"A10AB06",2.55747731373031,1.54041595235617,4.24605458041432,5063,0.000283,0.00111883720930233
