"VARIABLE1_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"N05BA09",1.27369409717219,0.635977333606291,2.55087181169192,1824,0.495,0.685528455284553
"N02CC07",2.54365660272199,0.816299905686864,7.92623993644459,344,0.107,0.168816705336427
"R03CA02",0.00274158473092819,1.87141205427806e-13,40163719.2604182,272,0.621,0.805638095238095
"C07AG01",0.000136479515513304,6.31721782486407e-20,294855404248.26,2401,0.621,0.805638095238095
"R05CB02",0.00745266606616758,2.26447447396286e-15,24527647422.144,66,0.739,0.85578231292517
"A08AB01",0.00100853898187625,1.06944961213853e-13,9510975.23828208,768,0.556,0.747193675889328
"N01BB02",0.0074526671350031,1.14921546644861e-15,48330577726.0345,63,0.745,0.858040540540541
"C05BA04",0.00745266534162779,3.47072148476604e-15,16003076287.7662,68,0.735,0.852901023890785
"L04AC03",0.00745266500168324,4.26685038616017e-15,13017146279.014,69,0.733,0.852901023890785
"G04BE01",0.120565172868172,0.0171871157468238,0.845747542685769,2399,0.0333,0.0560495049504951
"L04AB01",0.277381111108136,0.0703812647002765,1.09319264334393,2087,0.0669,0.108057007125891
"G03DB01",0.0939438929981723,0.023952634084033,0.368454467291143,6158,0.000694,0.00146105263157895
"L01XE10",0.0202599103316258,7.02829531378761e-16,584016391343.575,21,0.805,0.885530546623794
"N06AX22",0.00745267217981195,2.21294890480361e-17,2509878221732.92,49,0.774,0.873963515754561
"L01XE05",12.9467436079244,5.71412868299393,29.3339858705297,140,8.43e-10,2.60563636363636e-09
"L01XE11",0.0202599141691372,2.22290160875721e-17,18465240230326.2,17,0.824,0.893652312599681
"C02DC01",0.0202599122615126,1.43272071611643e-16,2864927129390.61,19,0.815,0.889566613162119
"N05AE04",0.993545041105108,0.139486840311738,7.07688084767295,292,0.995,0.995
"L01AB01",0.0202599111828836,3.26933598141018e-16,1255496539579.53,20,0.81,0.885530546623794
"C09XA02",1.68094921315816,0.235437906199926,12.0014245064583,173,0.605,0.794208494208494
"A02BA07",0.00745266283127973,1.34896813157174e-14,4117382907.48381,75,0.722,0.847944732297064
"A09AA02",2.99306200470713,2.41991346561301,3.70195888874568,8400,5.07e-24,2.11509202453988e-23
"N02CC06",0.239466410492171,0.0348404603778262,1.64590711868151,1209,0.146,0.223101123595506
"M01AE14",0.0027415938478173,4.6841874724906e-15,1604619129.89857,203,0.67,0.829057971014493
"M01AC05",0.00745267075795627,8.01541467015994e-17,692943580739.137,53,0.765,0.867
"L01XE03",21.6217439632028,15.4804436785357,30.199380697241,532,1.13e-72,8.73181818181818e-72
"N07AA02",1.11537172618914,0.8002558929125,1.55457035505788,9108,0.519,0.707254509018036
"H01CB03",4.97582309673553,2.57443831441174,9.61717177351134,532,1.82e-06,4.76e-06
"L03AB05",1.74704178671287,0.871833420452986,3.50084652975915,1332,0.116,0.180503432494279
"R06AE03",0.670802169017887,0.21611708905356,2.0820914807324,1296,0.49,0.685528455284553
"R03BC01",0.17621765225755,0.0441358853805482,0.703569458263291,3283,0.014,0.0251187335092348
"N04BC09",4.07890445585755,2.1125048085104,7.87570352170994,647,2.82e-05,6.6815331010453e-05
"B03BA01",0.000371002297492385,4.03559879659205e-15,34107132.9639765,1728,0.54,0.731474103585657
"N03AG06",0.938705749326788,0.131814578961825,6.68490914100147,309,0.95,0.962662721893491
"G04BE08",0.0027415873747083,7.52428491468324e-14,99893895.8105142,252,0.634,0.808855534709193
"N07BC02",1.77200508970447,0.794119099073715,3.95406941049666,985,0.162,0.246995515695067
"C08CA06",0.00100855672598075,1.71444145272171e-17,59330499032.5684,403,0.67,0.829057971014493
"G03HB01",0.00037101708714746,2.43444035289657e-19,565442808206.827,901,0.658,0.8225
"H01CB02",2.97327324574047,1.97155334944307,4.48395362790122,2260,2.01e-07,5.4672e-07
"R03AC18",5.22370967104685,3.64034153467796,7.49576446810019,1691,2.9e-19,1.10786516853933e-18
"C10AB04",0.209924378867281,0.0943242761060884,0.467199396189899,8267,0.000131,0.000291111111111111
"L01AX03",7.88542326409843,2.50447675435582,24.82750137163,113,0.000417,0.000897341772151899
"G04BE09",0.00274158830406312,5.32903872882058e-14,141044319.838133,245,0.639,0.813457943925234
"A02BB01",0.60929693494337,0.228528803961834,1.624489992051,1902,0.322,0.470881720430108
"N05AN01",0.336575305427893,0.226041955364951,0.501158893449584,20628,8.27e-08,2.31423868312757e-07
"R03CC03",0.00100855526831735,5.24432550395543e-17,19395892350.3792,433,0.658,0.8225
"N04BC02",0.00037099850719703,1.66826145938808e-14,8250498.83924734,1940,0.516,0.705995975855131
"N02CC05",0.000371010612270404,5.56601144049523e-17,2473025359.16119,1263,0.6,0.790697674418605
"G02BA03",0.00274159120859164,1.62447229700746e-14,462693169.275541,223,0.655,0.8225
"G03FA17",0.000136474562075813,5.69731484438745e-18,3269137585.42469,3154,0.571,0.761333333333333
"N02CC04",0.117432587944851,0.0167605924949409,0.822787900582134,2463,0.0311,0.0527381546134663
"L01DB03",20.6518189933349,2.71565913625663,157.051237410218,15,0.00344,0.00666438746438746
"A10BX07",0.00100855405451528,1.22273207367111e-16,8318922049.90781,458,0.649,0.8225
"A10BX03",0.816722674309533,0.203876863076743,3.27175882866234,710,0.775,0.873963515754561
"A10BH03",1.59444562140721,0.512631029237792,4.95923323916732,547,0.42,0.603805496828753
"L02BB01",1.88102668564304,1.18328170572026,2.99021050946402,2785,0.00755,0.0142611111111111
"L04AX02",7.28126647725703,4.28396025828691,12.3756613778737,570,2.2e-13,7.55555555555556e-13
"N05AB02",1.07082876062977,0.534815608591019,2.14405528965921,2168,0.847,0.909889415481833
"J01XX08",0.00100856042525199,5.21808949656508e-19,1949361221293.84,327,0.701,0.839225352112676
"M03BX01",1.79886195331696,1.27740447801702,2.5331869292603,5338,0.000775,0.00161656441717791
"R01AC02",0.000371009306825579,1.26129242545533e-16,1091324287.47842,1336,0.59,0.781867704280156
"L02AE01",1.29529292563429,0.81519994168832,2.05812547008219,4036,0.273,0.405327510917031
"L01CB01",6.85163122462702,2.82246157281696,16.6325915259249,216,2.11e-05,5.05211267605634e-05
"G04BE03",0.798898551080091,0.415308605631116,1.53678225363999,3266,0.501,0.688242424242424
"B03XA03",4.95273346664672,2.8623956231134,8.56959415168538,772,1.07e-08,3.13620689655172e-08
"G03DB02",0.00100855911082327,2.05125499595914e-18,495887387003.779,354,0.689,0.834326241134752
"A07EC03",0.000371009502629373,1.11986757769662e-16,1229145782.79348,1325,0.591,0.781867704280156
"R03DA05",0.645911113865618,0.416538410931239,1.00159110436515,8971,0.0508,0.0840097087378641
"J05AH02",0.00274160019842588,9.36037722300254e-17,80299879683.6712,155,0.709,0.841396160558464
"A10BD05",0.64368401003007,0.30667010677317,1.3510580119074,3151,0.244,0.363859649122807
"L02AB02",7.607114717364,5.87368225603477,9.85211521506475,2303,2.28e-53,1.46264150943396e-52
"L04AA06",1.20201332049293,0.69713622033997,2.07253041871479,3140,0.508,0.696451612903226
"C01BA01",0.17075008499645,0.0889145390645812,0.327905782710275,15239,1.1e-07,3.0530612244898e-07
"A06AD12",1.80825292556301,0.971016222943104,3.36737797530986,1609,0.0619,0.100698564593301
"L02BA03",11.9103294621633,8.49332218653066,16.7020566018608,885,9.17e-47,5.51823008849557e-46
"B01AB10",14.256353952135,9.19837749846302,22.0955954506668,447,1.4e-32,6.94890510948905e-32
"G03DC03",0.218392014257895,0.0562626438801804,0.847721838191508,2652,0.0279,0.0477884130982368
"B01AE05",0.002741583667975,2.62088420539236e-13,28678416.9748622,280,0.616,0.803992322456814
"C09BB05",0.323117851716747,0.206647552399163,0.505232918976827,17012,7.29e-07,1.944e-06
"C10AB02",0.0154128573357546,0.00220387055613439,0.107790437415253,18745,2.61e-05,6.20559440559441e-05
"M03AX01",0.00274158711587486,8.2818663380058e-14,90756112.296071,254,0.633,0.808855534709193
"L04AB04",0.294899594101344,0.0746218084448006,1.16542030290606,1963,0.0816,0.130867924528302
"N02AA01",29.5431992169457,25.2608815480539,34.5514711476639,1870,0,0
"M01CB03",0.292761981195626,0.158363637999164,0.541220059834953,9884,8.92e-05,0.000202862876254181
"N06AX12",2.18489728855801,0.978598223292148,4.87817783429901,800,0.0565,0.0927421686746988
"H05AA02",1.32889054195992,0.632428614359793,2.79233107486478,1530,0.453,0.645786163522013
"N06AX17",1.21024961057296,0.650310454690417,2.25231519703814,2399,0.547,0.73948310139165
"C09BB02",0.612322871766135,0.291761139314424,1.28508992036757,3312,0.195,0.294666666666667
"G04BD01",0.000370999812357222,1.05176446414627e-14,13086662.0294895,1867,0.524,0.71264
"G03CA57",0.00100853777402731,1.54044683534285e-13,6602944.14778412,793,0.55,0.742063492063492
"R03BB02",0.000136463200883265,2.39863572906383e-15,7763665.39098224,4881,0.481,0.67439175257732
"G03DC02",0.000136472377605202,2.56279835950196e-17,726733329.610695,3486,0.552,0.743287128712871
"N04BC01",1.22640342848967,0.459325201680748,3.27451087793046,947,0.684,0.834326241134752
"C01BA03",0.2506148369567,0.159830634905354,0.392964693783677,21921,1.64e-09,5.00089686098655e-09
"C01BD07",0.852229444374579,0.319403104756917,2.27391348124732,1361,0.749,0.858887015177066
"M05BA02",4.01747749467481,3.37388269898031,4.78384308532619,9352,6.07e-55,4.04666666666667e-54
"L04AD01",0.64173970057074,0.451151485398592,0.912841598924965,13994,0.0136,0.0245305039787798
"J01CF05",1.52170007311387,0.213247935448056,10.8585863101066,191,0.675,0.829747292418773
"M01CC01",0.313604929464361,0.0447639484599137,2.19703701679529,923,0.243,0.363164835164835
"C01BB02",0.143392760695897,0.0360134282638539,0.570939363765824,4034,0.00587,0.0112123595505618
"A14AB01",3.40700361171356,2.46364501192325,4.71158529498033,3178,1.25e-13,4.33673469387755e-13
"N05AA01",0.651182281347271,0.465119535313632,0.911676099037005,15126,0.0125,0.0226063829787234
"H02AB01",0.0010085602317058,6.45885994953982e-19,1574881246729.84,331,0.699,0.838306878306878
"L02AA02",0.000371013777461151,5.49464244120147e-18,25051898197.0177,1086,0.627,0.805973534971645
"J01CF01",1.72099224223209,0.553180408199731,5.35415617386369,507,0.348,0.505641025641026
"G02CB01",0.601029111502082,0.323251953147248,1.11750598675712,4820,0.108,0.17
"L02BG04",2.20849152533215,1.89095370440541,2.57935178746092,21264,1.46e-23,5.94491017964072e-23
"L03AB04",2.39946666263147,1.07438439734647,5.35882713794021,729,0.0328,0.0554825870646766
"L02BG06",4.79958191570526,3.60817085867229,6.38439460542662,2941,4.54e-27,1.99174193548387e-26
"A11CC02",0.741489431267932,0.563291286707865,0.976060858131441,19932,0.0329,0.0555136476426799
"L01BB05",2.09511481110827,0.52135343301952,8.4194440732893,278,0.297,0.436198704103672
"G03FA14",0.0623184918483401,0.0156185866025006,0.248652104386311,9277,8.46e-05,0.000194351351351351
"C01BC03",0.467386798497563,0.286419305993554,0.762694465207309,9911,0.00233,0.00464633431085044
"R03BA08",1.46550222288952,1.01739686255326,2.11097246742461,5751,0.0401,0.066997542997543
"N06AG02",0.334102608101869,0.201945784562716,0.552745148813963,12991,1.97e-05,4.75035460992908e-05
"J02AB02",0.920767325709283,0.229779613469254,3.68967662227906,630,0.907,0.941618320610687
"N02CC03",0.0764083431905554,0.0112984551244757,0.516728600928672,3789,0.00837,0.0156793388429752
"G03FB05",0.0353630459954471,0.0115752084977697,0.10803650079539,24511,4.48e-09,1.34202643171806e-08
"G03FB08",0.000136465042740907,1.14168585448185e-15,16311586.779473,4601,0.494,0.685528455284553
"G03FB06",0.0414657717515116,0.0173778160714676,0.0989428257197133,34816,7.33e-13,2.45536945812808e-12
"J01XX01",0.00274159952524005,1.52538921897853e-16,49275082472.5887,160,0.705,0.841052631578947
"L02BA02",0.712114264065912,0.177831975047262,2.85160598903185,814,0.631,0.808060263653484
"G03BB01",0.000371010361201751,6.54685415374359e-17,2102516489.39429,1277,0.598,0.789592233009709
"C05AA01",0.00100855579895039,3.52915563745649e-17,28822327607.2223,422,0.663,0.825714285714286
"L01AA02",3.15940894255217,2.17688881088465,4.58538112574623,2591,1.42e-09,4.34954954954955e-09
"A03BA03",0.000371008824465691,1.67853115434768e-16,820047620.056883,1363,0.586,0.77828125
"G01AF05",0.00100854972555252,1.53014043240479e-15,664757644.050654,547,0.619,0.805638095238095
"C09DX01",1.13515159031659,0.704983581825436,1.82780020161852,4347,0.602,0.791798839458414
"L02BX02",9.05278390631961,5.66253711404754,14.472822836112,593,3.49e-20,1.36390804597701e-19
"L01CA04",13.436281289509,8.6743926463728,20.812253059158,473,2.69e-31,1.27916083916084e-30
"M05BA08",2.67015160205259,1.2685692651504,5.62027614400598,765,0.0097,0.0179239130434783
"R03DX07",4.01566228179693,0.994702155217532,16.2114291970344,146,0.0509,0.0840097087378641
"N05AF01",0.509095202591784,0.358019122700274,0.723922016643084,17629,0.000171,0.000378762214983713
"C01CA24",0.475508947067546,0.153458624213613,1.47341838818094,1827,0.198,0.298536585365854
"N05BE01",1.16247651029882,0.841649014627945,1.60559997517955,9240,0.361,0.522297872340426
"N03AX11",0.87274064077432,0.482883951044869,1.57734839687889,3655,0.652,0.8225
"N05AF05",0.532337537893473,0.3567707726988,0.794300643258488,13055,0.00202,0.0040759643916914
"N05AB01",0.27714979708838,0.0904488754337607,0.84923123319961,3133,0.0247,0.0426294416243655
"G03CX01",0.0762353099447895,0.0410294866237668,0.141649895249032,37871,3.86e-16,1.42652173913043e-15
"C09BB04",0.630902863832239,0.37348674107061,1.06573642333523,6429,0.0851,0.13552224824356
"C07FB03",0.229216514273803,0.114623720726194,0.458371182535047,10095,3.1e-05,7.31944444444445e-05
"N05AX12",2.75676767952179,1.75455382268823,4.33145335331576,2012,1.09e-05,2.67581227436823e-05
"H04AA01",3.64277186360454,1.81376187865908,7.31616812901552,643,0.00028,0.00061025641025641
"L03AA02",5.43970267833672,3.89326778587162,7.60039300047249,1896,3.24e-23,1.30366863905325e-22
"C04AX01",0.000136458536530738,1.21651688505275e-14,1530676.01616589,5590,0.451,0.644285714285714
"M04AA03",8.76147787782412,2.14598757465878,35.7707078596702,68,0.0025,0.00494186046511628
"L01XX35",1.21650961320345,0.391410602527804,3.78092884929272,716,0.735,0.852901023890785
"L01XE04",8.54672887838822,4.81342258244347,15.17559974624,418,2.4e-13,8.20100502512563e-13
"N07BB01",0.552318042273615,0.263245688484786,1.15882323306727,3671,0.116,0.180503432494279
"A07EA06",2.32916313722736,1.67775012047875,3.23349755938076,4506,4.38e-07,1.18190476190476e-06
"A10AB06",2.3611892421249,1.73626471474634,3.21103953203406,5063,4.31e-08,1.22116666666667e-07
"C02AC01",0.0304261875858409,0.00445871486662131,0.207627739988292,9507,0.000365,0.000790445859872611
"A12AA05",3.61031834756797,1.99196501961479,6.54348768298481,892,2.32e-05,5.53543859649123e-05
"H05BX01",2.54082659820855,1.36333521610438,4.73529893888532,1148,0.00333,0.00646971428571429
